nSeq;I1; I2; O1; O2;A1;A2;A3;A4;A5;A6
7;0;0;0;0;499;509;0;500;38;12
8;0;0;0;0;501;510;0;497;38;12
9;0;0;0;0;499;510;0;495;38;12
10;0;0;0;0;504;511;0;497;38;12
11;0;0;0;0;506;509;0;498;38;12
12;0;0;0;0;503;507;0;499;38;12
13;0;0;0;0;511;510;0;502;38;12
14;0;0;0;0;517;511;0;503;38;12
15;0;0;0;0;515;512;0;506;38;12
0;0;0;0;0;509;513;0;515;38;12
1;0;0;0;0;506;513;0;519;38;12
2;0;0;0;0;508;513;0;522;38;12
3;0;0;0;0;511;512;0;530;38;12
4;0;0;0;0;510;511;0;520;38;12
5;0;0;0;0;510;511;0;519;38;12
6;0;0;0;0;508;511;0;516;38;12
7;0;0;0;0;507;511;0;517;38;12
8;0;0;0;0;508;510;0;513;38;12
9;0;0;0;0;505;509;0;502;38;12
10;0;0;0;0;506;510;0;497;38;12
11;0;0;0;0;507;508;0;495;38;12
12;0;0;0;0;503;507;0;499;38;12
13;0;0;0;0;503;507;0;497;38;12
14;0;0;0;0;500;508;0;501;38;12
15;0;0;0;0;505;510;0;504;38;12
0;0;0;0;0;508;511;0;504;38;12
1;0;0;0;0;514;511;0;504;38;12
2;0;0;0;0;510;512;0;505;38;12
3;0;0;0;0;504;513;0;506;38;12
4;0;0;0;0;504;513;0;505;38;12
5;0;0;0;0;504;509;0;505;38;12
6;0;0;0;0;502;510;0;508;38;12
7;0;0;0;0;503;511;0;509;38;12
8;0;0;0;0;504;512;0;509;38;12
9;0;0;0;0;510;511;0;509;38;12
10;0;0;0;0;512;511;0;512;38;12
11;0;0;0;0;511;511;0;513;38;12
12;0;0;0;0;508;511;0;514;38;12
13;0;0;0;0;509;511;0;513;38;12
14;0;0;0;0;512;510;0;513;38;12
15;0;0;0;0;512;511;0;512;38;12
0;0;0;0;0;517;511;0;509;38;12
1;0;0;0;0;508;511;0;507;38;12
2;0;0;0;0;504;512;0;507;38;12
3;0;0;0;0;504;511;0;514;38;12
4;0;0;0;0;502;511;0;506;38;12
5;0;0;0;0;505;511;0;510;38;12
6;0;0;0;0;508;510;0;508;38;12
7;0;0;0;0;507;511;0;509;38;12
8;0;0;0;0;507;510;0;508;38;12
9;0;0;0;0;516;508;0;508;38;12
10;0;0;0;0;517;509;0;510;38;12
11;0;0;0;0;513;511;0;511;38;12
12;0;0;0;0;504;511;0;510;38;12
13;0;0;0;0;495;511;0;508;38;12
14;0;0;0;0;502;512;0;507;38;12
15;0;0;0;0;509;514;0;507;38;12
0;0;0;0;0;505;513;0;503;38;12
1;0;0;0;0;505;511;0;494;38;12
2;0;0;0;0;509;510;0;486;38;12
3;0;0;0;0;498;510;0;487;38;12
4;0;0;0;0;499;511;0;491;38;12
5;0;0;0;0;504;511;0;493;38;12
6;0;0;0;0;510;510;0;496;38;12
7;0;0;0;0;516;511;0;500;38;12
8;0;0;0;0;518;510;0;503;38;12
9;0;0;0;0;515;510;0;507;38;12
10;0;0;0;0;515;511;0;507;38;12
11;0;0;0;0;508;513;0;509;38;12
12;0;0;0;0;507;512;0;508;38;12
13;0;0;0;0;507;514;0;510;38;12
14;0;0;0;0;507;512;0;511;38;12
15;0;0;0;0;508;514;0;512;38;12
0;0;0;0;0;507;514;0;511;38;12
1;0;0;0;0;504;512;0;506;38;12
2;0;0;0;0;505;513;0;505;38;12
3;0;0;0;0;504;512;0;506;38;12
4;0;0;0;0;502;511;0;504;38;12
5;0;0;0;0;502;509;0;493;38;12
6;0;0;0;0;504;509;0;490;38;12
7;0;0;0;0;503;508;0;489;38;12
8;0;0;0;0;508;508;0;492;38;12
9;0;0;0;0;508;508;0;495;38;12
10;0;0;0;0;504;509;0;499;38;12
11;0;0;0;0;504;511;0;501;38;12
12;0;0;0;0;510;509;0;503;38;12
13;0;0;0;0;508;509;0;504;38;12
14;0;0;0;0;513;509;0;505;38;12
15;0;0;0;0;513;510;0;507;38;12
0;0;0;0;0;515;510;0;508;38;12
1;0;0;0;0;513;511;0;509;38;12
2;0;0;0;0;508;511;0;509;38;12
3;0;0;0;0;504;512;0;510;38;12
4;0;0;0;0;506;512;0;510;38;12
5;0;0;0;0;506;513;0;512;38;12
6;0;0;0;0;504;513;0;511;38;12
7;0;0;0;0;507;515;0;511;38;12
8;0;0;0;0;505;514;0;508;38;12
9;0;0;0;0;505;514;0;495;38;12
10;0;0;0;0;505;514;0;491;38;12
11;0;0;0;0;505;513;0;488;38;12
12;0;0;0;0;502;512;0;491;38;12
13;0;0;0;0;502;509;0;493;38;12
14;0;0;0;0;501;508;0;496;38;12
15;0;0;0;0;502;511;0;499;38;12
0;0;0;0;0;503;510;0;503;38;12
1;0;0;0;0;509;510;0;505;38;12
2;0;0;0;0;511;509;0;509;38;12
3;0;0;0;0;508;512;0;512;38;12
4;0;0;0;0;506;512;0;513;38;12
5;0;0;0;0;503;511;0;513;38;12
6;0;0;0;0;507;512;0;513;38;12
7;0;0;0;0;513;510;0;514;38;12
8;0;0;0;0;518;511;0;512;38;12
9;0;0;0;0;511;510;0;515;38;12
10;0;0;0;0;507;510;0;512;38;12
11;0;0;0;0;510;510;0;514;38;12
12;0;0;0;0;507;511;0;511;38;12
13;0;0;0;0;503;511;0;512;38;12
14;0;0;0;0;503;511;0;513;38;12
15;0;0;0;0;500;513;0;514;38;12
0;0;0;0;0;501;512;0;513;38;12
1;0;0;0;0;503;512;0;512;38;12
2;0;0;0;0;505;511;0;512;38;12
3;0;0;0;0;504;513;0;512;38;12
4;0;0;0;0;509;512;0;512;38;12
5;0;0;0;0;508;511;0;511;38;12
6;0;0;0;0;509;511;0;511;38;12
7;0;0;0;0;509;511;0;510;38;12
8;0;0;0;0;507;511;0;512;38;12
9;0;0;0;0;508;510;0;510;38;12
10;0;0;0;0;508;511;0;512;38;12
11;0;0;0;0;505;512;0;513;38;12
12;0;0;0;0;510;512;0;512;38;12
13;0;0;0;0;512;510;0;513;38;12
14;0;0;0;0;507;510;0;514;38;12
15;0;0;0;0;511;512;0;518;38;12
0;0;0;0;0;504;510;0;517;38;12
1;0;0;0;0;503;512;0;519;38;12
2;0;0;0;0;506;511;0;520;38;12
3;0;0;0;0;505;511;0;520;38;12
4;0;0;0;0;505;511;0;518;38;12
5;0;0;0;0;504;511;0;516;38;12
6;0;0;0;0;505;512;0;515;38;12
7;0;0;0;0;506;513;0;518;38;12
8;0;0;0;0;507;512;0;515;38;12
9;0;0;0;0;505;513;0;515;38;12
10;0;0;0;0;504;513;0;514;38;12
11;0;0;0;0;509;513;0;523;38;12
12;0;0;0;0;510;513;0;513;38;12
13;0;0;0;0;508;511;0;513;38;12
14;0;0;0;0;509;511;0;515;38;12
15;0;0;0;0;508;510;0;514;38;12
0;0;0;0;0;509;511;0;514;38;12
1;0;0;0;0;508;512;0;516;38;12
2;0;0;0;0;505;512;0;515;38;12
3;0;0;0;0;505;514;0;517;38;12
4;0;0;0;0;503;514;0;517;38;12
5;0;0;0;0;505;512;0;518;38;12
6;0;0;0;0;505;512;0;517;38;12
7;0;0;0;0;505;512;0;515;38;12
8;0;0;0;0;508;512;0;515;38;12
9;0;0;0;0;508;512;0;512;38;12
10;0;0;0;0;506;513;0;523;38;12
11;0;0;0;0;505;511;0;513;38;12
12;0;0;0;0;504;511;0;512;38;12
13;0;0;0;0;503;511;0;512;38;12
14;0;0;0;0;504;510;0;512;38;12
15;0;0;0;0;510;509;0;512;38;12
0;0;0;0;0;518;509;0;512;38;12
1;0;0;0;0;513;508;0;512;38;12
2;0;0;0;0;519;510;0;512;38;12
3;0;0;0;0;518;511;0;512;38;12
4;0;0;0;0;509;509;0;514;38;12
5;0;0;0;0;502;510;0;514;38;12
6;0;0;0;0;491;509;0;519;38;12
7;0;0;0;0;504;509;0;514;38;12
8;0;0;0;0;505;509;0;512;38;12
9;0;0;0;0;504;508;0;511;38;12
10;0;0;0;0;502;509;0;510;38;12
11;0;0;0;0;506;509;0;511;38;12
12;0;0;0;0;508;510;0;512;38;12
13;0;0;0;0;504;510;0;510;38;12
14;0;0;0;0;509;511;0;511;38;12
15;0;0;0;0;504;512;0;512;38;12
0;0;0;0;0;504;511;0;510;38;12
1;0;0;0;0;507;510;0;507;38;12
2;0;0;0;0;500;510;0;506;38;12
3;0;0;0;0;500;512;0;507;38;12
4;0;0;0;0;500;511;0;509;38;12
5;0;0;0;0;506;511;0;509;38;12
6;0;0;0;0;520;512;0;512;38;12
7;0;0;0;0;530;512;0;513;38;12
8;0;0;0;0;525;511;0;514;38;12
9;0;0;0;0;531;510;0;515;38;12
10;0;0;0;0;516;510;0;515;38;12
11;0;0;0;0;509;510;0;515;38;12
12;0;0;0;0;502;509;0;515;38;12
13;0;0;0;0;499;508;0;500;38;12
14;0;0;0;0;499;508;0;492;38;12
15;0;0;0;0;502;508;0;488;38;12
0;0;0;0;0;503;510;0;491;38;12
1;0;0;0;0;500;509;0;494;38;12
2;0;0;0;0;503;510;0;500;38;12
3;0;0;0;0;505;512;0;504;38;12
4;0;0;0;0;510;511;0;506;38;12
5;0;0;0;0;512;513;0;506;38;12
6;0;0;0;0;510;513;0;508;38;12
7;0;0;0;0;504;514;0;510;38;12
8;0;0;0;0;504;514;0;510;38;12
9;0;0;0;0;508;513;0;511;38;12
10;0;0;0;0;508;512;0;512;38;12
11;0;0;0;0;506;512;0;513;38;12
12;0;0;0;0;507;513;0;515;38;12
13;0;0;0;0;507;511;0;511;38;12
14;0;0;0;0;507;511;0;509;38;12
15;0;0;0;0;509;513;0;509;38;12
0;0;0;0;0;508;511;0;507;38;12
1;0;0;0;0;504;510;0;500;38;12
2;0;0;0;0;505;510;0;498;38;12
3;0;0;0;0;503;512;0;498;38;12
4;0;0;0;0;507;510;0;499;38;12
5;0;0;0;0;507;512;0;504;38;12
6;0;0;0;0;504;511;0;508;38;12
7;0;0;0;0;503;511;0;511;38;12
8;0;0;0;0;507;512;0;514;38;12
9;0;0;0;0;506;513;0;515;38;12
10;0;0;0;0;508;511;0;517;38;12
11;0;0;0;0;509;510;0;518;38;12
12;0;0;0;0;512;511;0;518;38;12
13;0;0;0;0;512;509;0;517;38;12
14;0;0;0;0;511;510;0;516;38;12
15;0;0;0;0;507;511;0;516;38;12
0;0;0;0;0;511;511;0;514;38;12
1;0;0;0;0;511;509;0;514;38;12
2;0;0;0;0;506;508;0;514;38;12
3;0;0;0;0;508;508;0;514;38;12
4;0;0;0;0;506;508;0;513;38;12
5;0;0;0;0;508;509;0;513;38;12
6;0;0;0;0;508;510;0;513;38;12
7;0;0;0;0;506;511;0;515;38;12
8;0;0;0;0;507;512;0;515;38;12
9;0;0;0;0;505;511;0;514;38;12
10;0;0;0;0;505;511;0;515;38;12
11;0;0;0;0;506;512;0;513;38;12
12;0;0;0;0;503;511;0;511;38;12
13;0;0;0;0;503;509;0;512;38;12
14;0;0;0;0;506;509;0;514;38;12
15;0;0;0;0;511;511;0;514;38;12
0;0;0;0;0;519;511;0;518;38;12
1;0;0;0;0;511;510;0;515;38;12
2;0;0;0;0;507;510;0;517;38;12
3;0;0;0;0;505;510;0;517;38;12
4;0;0;0;0;510;512;0;514;38;12
5;0;0;0;0;509;511;0;515;38;12
6;0;0;0;0;503;511;0;515;38;12
7;0;0;0;0;506;513;0;517;38;12
8;0;0;0;0;508;513;0;516;38;12
9;0;0;0;0;506;513;0;514;38;12
10;0;0;0;0;514;513;0;513;38;12
11;0;0;0;0;512;514;0;513;38;12
12;0;0;0;0;504;511;0;516;38;12
13;0;0;0;0;486;510;0;515;38;12
14;0;0;0;0;487;510;0;514;38;12
15;0;0;0;0;492;511;0;516;38;12
0;0;0;0;0;513;510;0;512;38;12
1;0;0;0;0;530;509;0;514;38;12
2;0;0;0;0;526;511;0;515;38;12
3;0;0;0;0;519;511;0;515;38;12
4;0;0;0;0;514;511;0;515;38;12
5;0;0;0;0;508;511;0;515;38;12
6;0;0;0;0;505;511;0;520;38;12
7;0;0;0;0;498;511;0;514;38;12
8;0;0;0;0;504;510;0;513;38;12
9;0;0;0;0;509;509;0;512;38;12
10;0;0;0;0;508;511;0;510;38;12
11;0;0;0;0;510;512;0;511;38;12
12;0;0;0;0;510;510;0;511;38;12
13;0;0;0;0;516;509;0;508;38;12
14;0;0;0;0;515;507;0;508;38;12
15;0;0;0;0;505;508;0;508;38;12
0;0;0;0;0;507;505;0;510;38;12
1;0;0;0;0;507;506;0;511;38;12
2;0;0;0;0;506;508;0;513;38;12
3;0;0;0;0;509;509;0;515;38;12
4;0;0;0;0;501;509;0;513;38;12
5;0;0;0;0;500;508;0;513;38;12
6;0;0;0;0;504;508;0;511;38;12
7;0;0;0;0;504;509;0;512;38;12
8;0;0;0;0;509;510;0;510;38;12
9;0;0;0;0;508;509;0;512;38;12
10;0;0;0;0;512;509;0;512;38;12
11;0;0;0;0;510;509;0;512;38;12
12;0;0;0;0;511;511;0;513;38;12
13;0;0;0;0;508;509;0;510;38;12
14;0;0;0;0;505;508;0;510;38;12
15;0;0;0;0;504;508;0;507;38;12
0;0;0;0;0;503;507;0;507;38;12
1;0;0;0;0;506;507;0;507;38;12
2;0;0;0;0;506;508;0;508;38;12
3;0;0;0;0;503;508;0;515;38;12
4;0;0;0;0;507;509;0;510;38;12
5;0;0;0;0;508;508;0;511;38;12
6;0;0;0;0;509;509;0;513;38;12
7;0;0;0;0;506;508;0;514;38;12
8;0;0;0;0;507;508;0;515;38;12
9;0;0;0;0;507;506;0;516;38;12
10;0;0;0;0;508;506;0;517;38;12
11;0;0;0;0;505;509;0;516;38;12
12;0;0;0;0;508;509;0;509;38;12
13;0;0;0;0;508;509;0;506;38;12
14;0;0;0;0;505;510;0;504;38;12
15;0;0;0;0;510;512;0;515;38;12
0;0;0;0;0;514;513;0;508;38;12
1;0;0;0;0;510;511;0;511;38;12
2;0;0;0;0;507;511;0;512;38;12
3;0;0;0;0;504;510;0;513;38;12
4;0;0;0;0;505;510;0;510;38;12
5;0;0;0;0;507;510;0;497;38;12
6;0;0;0;0;505;511;0;493;38;12
7;0;0;0;0;505;511;0;493;38;12
8;0;0;0;0;508;511;0;496;38;12
9;0;0;0;0;506;510;0;499;38;12
10;0;0;0;0;504;511;0;503;38;12
11;0;0;0;0;505;512;0;506;38;12
12;0;0;0;0;506;510;0;507;38;12
13;0;0;0;0;507;509;0;508;38;12
14;0;0;0;0;509;511;0;512;38;12
15;0;0;0;0;508;511;0;514;38;12
0;0;0;0;0;508;510;0;514;38;12
1;0;0;0;0;510;510;0;514;38;12
2;0;0;0;0;509;509;0;514;38;12
3;0;0;0;0;509;510;0;515;38;12
4;0;0;0;0;510;509;0;517;38;12
5;0;0;0;0;505;508;0;515;38;12
6;0;0;0;0;505;508;0;516;38;12
7;0;0;0;0;504;509;0;518;38;12
8;0;0;0;0;508;510;0;517;38;12
9;0;0;0;0;512;509;0;502;38;12
10;0;0;0;0;511;509;0;498;38;12
11;0;0;0;0;505;512;0;499;38;12
12;0;0;0;0;505;512;0;501;38;12
13;0;0;0;0;506;512;0;504;38;12
14;0;0;0;0;504;511;0;507;38;12
15;0;0;0;0;506;511;0;510;38;12
0;0;0;0;0;503;512;0;511;38;12
1;0;0;0;0;505;512;0;515;38;12
2;0;0;0;0;505;512;0;517;38;12
3;0;0;0;0;509;511;0;519;38;12
4;0;0;0;0;509;511;0;515;38;12
5;0;0;0;0;514;510;0;512;38;12
6;0;0;0;0;515;512;0;513;38;12
7;0;0;0;0;511;513;0;514;38;12
8;0;0;0;0;508;513;0;513;38;12
9;0;0;0;0;508;511;0;512;38;12
10;0;0;0;0;509;509;0;514;38;12
11;0;0;0;0;510;509;0;514;38;12
12;0;0;0;0;509;508;0;512;38;12
13;0;0;0;0;504;507;0;496;38;12
14;0;0;0;0;507;507;0;492;38;12
15;0;0;0;0;504;506;0;492;38;12
0;0;0;0;0;509;508;0;495;38;12
1;0;0;0;0;505;507;0;499;38;12
2;0;0;0;0;504;509;0;502;38;12
3;0;0;0;0;508;511;0;506;38;12
4;0;0;0;0;507;510;0;507;38;12
5;0;0;0;0;505;510;0;508;38;12
6;0;0;0;0;507;510;0;511;38;12
7;0;0;0;0;507;511;0;512;38;12
8;0;0;0;0;507;512;0;513;38;12
9;0;0;0;0;510;512;0;514;38;12
10;0;0;0;0;506;511;0;515;38;12
11;0;0;0;0;504;512;0;518;38;12
12;0;0;0;0;508;510;0;518;38;12
13;0;0;0;0;510;510;0;518;38;12
14;0;0;0;0;510;511;0;516;38;12
15;0;0;0;0;520;512;0;516;38;12
0;0;0;0;0;513;509;0;516;38;12
1;0;0;0;0;508;511;0;515;38;12
2;0;0;0;0;502;510;0;515;38;12
3;0;0;0;0;494;511;0;514;38;12
4;0;0;0;0;500;510;0;516;38;12
5;0;0;0;0;501;511;0;516;38;12
6;0;0;0;0;501;512;0;518;38;12
7;0;0;0;0;510;514;0;519;38;12
8;0;0;0;0;517;514;0;517;38;12
9;0;0;0;0;511;512;0;515;38;12
10;0;0;0;0;508;511;0;513;38;12
11;0;0;0;0;513;511;0;511;38;12
12;0;0;0;0;509;511;0;513;38;12
13;0;0;0;0;512;510;0;516;38;12
14;0;0;0;0;512;511;0;520;38;12
15;0;0;0;0;505;511;0;521;38;12
0;0;0;0;0;506;511;0;522;38;12
1;0;0;0;0;507;510;0;520;38;12
2;0;0;0;0;507;511;0;519;38;12
3;0;0;0;0;505;510;0;518;38;12
4;0;0;0;0;501;510;0;518;38;12
5;0;0;0;0;505;510;0;517;38;12
6;0;0;0;0;507;510;0;517;38;12
7;0;0;0;0;506;512;0;517;38;12
8;0;0;0;0;505;511;0;516;38;12
9;0;0;0;0;504;510;0;515;38;12
10;0;0;0;0;503;510;0;515;38;12
11;0;0;0;0;506;510;0;515;38;12
12;0;0;0;0;508;511;0;513;38;12
13;0;0;0;0;512;509;0;513;38;12
14;0;0;0;0;504;510;0;511;38;12
15;0;0;0;0;505;509;0;511;38;12
0;0;0;0;0;497;508;0;512;38;12
1;0;0;0;0;490;507;0;513;38;12
2;0;0;0;0;494;507;0;515;38;12
3;0;0;0;0;507;509;0;515;38;12
4;0;0;0;0;521;508;0;515;38;12
5;0;0;0;0;533;510;0;517;38;12
6;0;0;0;0;523;511;0;519;38;12
7;0;0;0;0;524;510;0;533;38;12
8;0;0;0;0;517;509;0;519;38;12
9;0;0;0;0;513;508;0;519;38;12
10;0;0;0;0;504;508;0;520;38;12
11;0;0;0;0;500;508;0;520;38;12
12;0;0;0;0;500;507;0;519;38;12
13;0;0;0;0;498;508;0;518;38;12
14;0;0;0;0;500;508;0;518;38;12
15;0;0;0;0;497;508;0;519;38;12
0;0;0;0;0;502;509;0;517;38;12
1;0;0;0;0;501;510;0;516;38;12
2;0;0;0;0;507;509;0;516;38;12
3;0;0;0;0;510;510;0;516;38;12
4;0;0;0;0;509;510;0;519;38;12
5;0;0;0;0;511;511;0;519;38;12
6;0;0;0;0;511;511;0;519;38;12
7;0;0;0;0;509;511;0;519;38;12
8;0;0;0;0;507;513;0;518;38;12
9;0;0;0;0;509;511;0;517;38;12
10;0;0;0;0;506;511;0;513;38;12
11;0;0;0;0;506;510;0;515;38;12
12;0;0;0;0;503;511;0;512;38;12
13;0;0;0;0;506;510;0;530;38;12
14;0;0;0;0;503;511;0;510;38;12
15;0;0;0;0;505;511;0;511;38;12
0;0;0;0;0;505;510;0;512;38;12
1;0;0;0;0;505;510;0;512;38;12
2;0;0;0;0;506;510;0;513;38;12
3;0;0;0;0;507;510;0;514;38;12
4;0;0;0;0;507;509;0;515;38;12
5;0;0;0;0;509;510;0;515;38;12
6;0;0;0;0;509;511;0;515;38;12
7;0;0;0;0;508;513;0;518;38;12
8;0;0;0;0;509;512;0;516;38;12
9;0;0;0;0;507;513;0;517;38;12
10;0;0;0;0;508;514;0;516;38;12
11;0;0;0;0;504;515;0;517;38;12
12;0;0;0;0;506;513;0;517;38;12
13;0;0;0;0;508;512;0;516;38;12
14;0;0;0;0;511;512;0;516;38;12
15;0;0;0;0;510;512;0;515;38;12
0;0;0;0;0;503;513;0;510;38;12
1;0;0;0;0;499;513;0;508;38;12
2;0;0;0;0;503;514;0;507;38;12
3;0;0;0;0;504;514;0;508;38;12
4;0;0;0;0;513;514;0;507;38;12
5;0;0;0;0;514;512;0;508;38;12
6;0;0;0;0;508;512;0;509;38;12
7;0;0;0;0;510;509;0;511;38;12
8;0;0;0;0;513;508;0;510;38;12
9;0;0;0;0;516;508;0;509;38;12
10;0;0;0;0;510;507;0;509;38;12
11;0;0;0;0;507;507;0;510;38;12
12;0;0;0;0;507;506;0;513;38;12
13;0;0;0;0;505;507;0;517;38;12
14;0;0;0;0;508;506;0;519;38;12
15;0;0;0;0;506;507;0;520;38;12
0;0;0;0;0;508;507;0;519;38;12
1;0;0;0;0;508;507;0;519;38;12
2;0;0;0;0;503;509;0;519;38;12
3;0;0;0;0;504;510;0;519;38;12
4;0;0;0;0;505;511;0;513;38;12
5;0;0;0;0;509;510;0;496;38;12
6;0;0;0;0;506;511;0;489;38;12
7;0;0;0;0;505;512;0;488;38;12
8;0;0;0;0;505;510;0;491;38;12
9;0;0;0;0;502;510;0;494;38;12
10;0;0;0;0;503;510;0;497;38;12
11;0;0;0;0;505;511;0;499;38;12
12;0;0;0;0;504;511;0;501;38;12
13;0;0;0;0;519;511;0;504;38;12
14;0;0;0;0;512;513;0;508;38;12
15;0;0;0;0;504;513;0;522;38;12
0;0;0;0;0;492;513;0;512;38;12
1;0;0;0;0;491;512;0;513;38;12
2;0;0;0;0;507;513;0;515;38;12
3;0;0;0;0;516;513;0;516;38;12
4;0;0;0;0;515;513;0;517;38;12
5;0;0;0;0;519;513;0;518;38;12
6;0;0;0;0;524;513;0;516;38;12
7;0;0;0;0;524;515;0;517;38;12
8;0;0;0;0;511;514;0;514;38;12
9;0;0;0;0;505;512;0;508;38;12
10;0;0;0;0;505;511;0;505;38;12
11;0;0;0;0;505;512;0;505;38;12
12;0;0;0;0;504;511;0;508;38;12
13;0;0;0;0;500;510;0;510;38;12
14;0;0;0;0;503;510;0;510;38;12
15;0;0;0;0;504;509;0;513;38;12
0;0;0;0;0;511;508;0;514;38;12
1;0;0;0;0;511;511;0;516;38;12
2;0;0;0;0;510;512;0;518;38;12
3;0;0;0;0;510;513;0;517;38;12
4;0;0;0;0;507;512;0;514;38;12
5;0;0;0;0;509;512;0;512;38;12
6;0;0;0;0;509;513;0;510;38;12
7;0;0;0;0;513;514;0;512;38;12
8;0;0;0;0;512;512;0;513;38;12
9;0;0;0;0;508;512;0;514;38;12
10;0;0;0;0;508;512;0;516;38;12
11;0;0;0;0;507;511;0;517;38;12
12;0;0;0;0;505;510;0;516;38;12
13;0;0;0;0;505;510;0;515;38;12
14;0;0;0;0;505;510;0;525;38;12
15;0;0;0;0;506;511;0;514;38;12
0;0;0;0;0;505;510;0;515;38;12
1;0;0;0;0;506;512;0;515;38;12
2;0;0;0;0;502;512;0;514;38;12
3;0;0;0;0;507;515;0;522;38;12
4;0;0;0;0;506;513;0;515;38;12
5;0;0;0;0;510;512;0;513;38;12
6;0;0;0;0;505;512;0;514;38;12
7;0;0;0;0;506;511;0;512;38;12
8;0;0;0;0;510;512;0;512;38;12
9;0;0;0;0;508;510;0;511;38;12
10;0;0;0;0;508;510;0;529;38;12
11;0;0;0;0;512;512;0;512;38;12
12;0;0;0;0;513;513;0;513;38;12
13;0;0;0;0;516;512;0;513;38;12
14;0;0;0;0;517;512;0;514;38;12
15;0;0;0;0;516;511;0;516;38;12
0;0;0;0;0;516;513;0;512;38;12
1;0;0;0;0;512;511;0;504;38;12
2;0;0;0;0;509;513;0;501;38;12
3;0;0;0;0;506;513;0;502;38;12
4;0;0;0;0;506;512;0;501;38;12
5;0;0;0;0;505;512;0;503;38;12
6;0;0;0;0;506;512;0;505;38;12
7;0;0;0;0;508;512;0;509;38;12
8;0;0;0;0;506;513;0;511;38;12
9;0;0;0;0;506;513;0;513;38;12
10;0;0;0;0;509;513;0;517;38;12
11;0;0;0;0;513;513;0;519;38;12
12;0;0;0;0;511;512;0;524;38;12
13;0;0;0;0;513;511;0;528;38;12
14;0;0;0;0;519;513;0;528;38;12
15;0;0;0;0;513;513;0;527;38;12
0;0;0;0;0;510;513;0;522;38;12
1;0;0;0;0;509;513;0;519;38;12
2;0;0;0;0;506;513;0;519;38;12
3;0;0;0;0;506;514;0;519;38;12
4;0;0;0;0;504;513;0;516;38;12
5;0;0;0;0;502;512;0;498;38;12
6;0;0;0;0;508;511;0;492;38;12
7;0;0;0;0;508;511;0;491;38;12
8;0;0;0;0;500;512;0;494;38;12
9;0;0;0;0;494;512;0;497;38;12
10;0;0;0;0;496;511;0;500;38;12
11;0;0;0;0;500;510;0;504;38;12
12;0;0;0;0;510;507;0;519;38;12
13;0;0;0;0;513;510;0;511;38;12
14;0;0;0;0;517;511;0;512;38;12
15;0;0;0;0;516;512;0;515;38;12
0;0;0;0;0;519;512;0;515;38;12
1;0;0;0;0;527;510;0;518;38;12
2;0;0;0;0;519;509;0;521;38;12
3;0;0;0;0;507;512;0;522;38;12
4;0;0;0;0;494;512;0;521;38;12
5;0;0;0;0;493;511;0;519;38;12
6;0;0;0;0;504;511;0;518;38;12
7;0;0;0;0;502;512;0;518;38;12
8;0;0;0;0;503;511;0;517;38;12
9;0;0;0;0;505;510;0;516;38;12
10;0;0;0;0;504;510;0;514;38;12
11;0;0;0;0;506;508;0;515;38;12
12;0;0;0;0;504;510;0;515;38;12
13;0;0;0;0;503;509;0;515;38;12
14;0;0;0;0;504;508;0;515;38;12
15;0;0;0;0;506;509;0;512;38;12
0;0;0;0;0;508;509;0;512;38;12
1;0;0;0;0;508;508;0;513;38;12
2;0;0;0;0;508;509;0;516;38;12
3;0;0;0;0;508;511;0;515;38;12
4;0;0;0;0;512;509;0;516;38;12
5;0;0;0;0;512;511;0;515;38;12
6;0;0;0;0;513;512;0;517;38;12
7;0;0;0;0;516;513;0;517;38;12
8;0;0;0;0;513;512;0;515;38;12
9;0;0;0;0;512;511;0;514;38;12
10;0;0;0;0;510;510;0;515;38;12
11;0;0;0;0;508;508;0;516;38;12
12;0;0;0;0;505;509;0;515;38;12
13;0;0;0;0;503;508;0;505;38;12
14;0;0;0;0;503;505;0;500;38;12
15;0;0;0;0;504;508;0;499;38;12
0;0;0;0;0;503;507;0;501;38;12
1;0;0;0;0;505;508;0;501;38;12
2;0;0;0;0;505;509;0;504;38;12
3;0;0;0;0;514;509;0;507;38;12
4;0;0;0;0;517;511;0;509;38;12
5;0;0;0;0;514;511;0;511;38;12
6;0;0;0;0;511;511;0;513;38;12
7;0;0;0;0;514;512;0;512;38;12
8;0;0;0;0;511;512;0;516;38;12
9;0;0;0;0;504;510;0;515;38;12
10;0;0;0;0;504;509;0;516;38;12
11;0;0;0;0;508;509;0;519;38;12
12;0;0;0;0;512;509;0;517;38;12
13;0;0;0;0;511;510;0;516;38;12
14;0;0;0;0;505;510;0;516;38;12
15;0;0;0;0;504;509;0;516;38;12
0;0;0;0;0;504;508;0;516;38;12
1;0;0;0;0;501;510;0;516;38;12
2;0;0;0;0;503;509;0;516;38;12
3;0;0;0;0;499;510;0;515;38;12
4;0;0;0;0;497;510;0;514;38;12
5;0;0;0;0;498;509;0;513;38;12
6;0;0;0;0;501;509;0;513;38;12
7;0;0;0;0;504;510;0;512;38;12
8;0;0;0;0;503;509;0;531;38;12
9;0;0;0;0;511;510;0;515;38;12
10;0;0;0;0;516;510;0;514;38;12
11;0;0;0;0;519;512;0;514;38;12
12;0;0;0;0;512;511;0;513;38;12
13;0;0;0;0;506;510;0;513;38;12
14;0;0;0;0;508;509;0;512;38;12
15;0;0;0;0;508;510;0;513;38;12
0;0;0;0;0;507;510;0;513;38;12
