nSeq,I1, I2, O1, O2,A3,A3_filtrado,A3_normalizado
7,0,0,0,0,264,264,-1.6953943063298023
8,0,0,0,0,264,264,-1.6953943063298023
9,0,0,0,0,264,264,-1.6953943063298023
10,0,0,0,0,264,264,-1.6953943063298023
11,0,0,0,0,264,264,-1.6953943063298023
12,0,0,0,0,264,264,-1.6953943063298023
13,0,0,0,0,264,264,-1.6953943063298023
14,0,0,0,0,265,264,-1.6953943063298023
15,0,0,0,0,264,264,-1.6953943063298023
0,0,0,0,0,264,264,-1.6953943063298023
1,0,0,0,0,264,264,-1.6953943063298023
2,0,0,0,0,264,264,-1.6953943063298023
3,0,0,0,0,264,264,-1.6953943063298023
4,0,0,0,0,264,264,-1.6953943063298023
5,0,0,0,0,264,264,-1.6953943063298023
6,0,0,0,0,264,264,-1.6953943063298023
7,0,0,0,0,264,264,-1.6953943063298023
8,0,0,0,0,265,264,-1.6953943063298023
9,0,0,0,0,264,264,-1.6953943063298023
10,0,0,0,0,264,264,-1.6953943063298023
11,0,0,0,0,264,264,-1.6953943063298023
12,0,0,0,0,264,264,-1.6953943063298023
13,0,0,0,0,264,264,-1.6953943063298023
14,0,0,0,0,264,264,-1.6953943063298023
15,0,0,0,0,264,264,-1.6953943063298023
0,0,0,0,0,264,264,-1.6953943063298023
1,0,0,0,0,264,264,-1.6953943063298023
2,0,0,0,0,265,265,-1.5723910918439645
3,0,0,0,0,265,265,-1.5723910918439645
4,0,0,0,0,264,265,-1.5723910918439645
5,0,0,0,0,265,265,-1.5723910918439645
6,0,0,0,0,265,265,-1.5723910918439645
7,0,0,0,0,265,265,-1.5723910918439645
8,0,0,0,0,265,265,-1.5723910918439645
9,0,0,0,0,264,265,-1.5723910918439645
10,0,0,0,0,265,264,-1.6953943063298023
11,0,0,0,0,264,265,-1.5723910918439645
12,0,0,0,0,265,265,-1.5723910918439645
13,0,0,0,0,265,265,-1.5723910918439645
14,0,0,0,0,264,265,-1.5723910918439645
15,0,0,0,0,265,264,-1.6953943063298023
0,0,0,0,0,264,265,-1.5723910918439645
1,0,0,0,0,265,265,-1.5723910918439645
2,0,0,0,0,265,265,-1.5723910918439645
3,0,0,0,0,265,265,-1.5723910918439645
4,0,0,0,0,265,265,-1.5723910918439645
5,0,0,0,0,265,265,-1.5723910918439645
6,0,0,0,0,265,265,-1.5723910918439645
7,0,0,0,0,265,265,-1.5723910918439645
8,0,0,0,0,265,265,-1.5723910918439645
9,0,0,0,0,265,265,-1.5723910918439645
10,0,0,0,0,265,265,-1.5723910918439645
11,0,0,0,0,265,265,-1.5723910918439645
12,0,0,0,0,265,265,-1.5723910918439645
13,0,0,0,0,265,265,-1.5723910918439645
14,0,0,0,0,265,265,-1.5723910918439645
15,0,0,0,0,265,265,-1.5723910918439645
0,0,0,0,0,265,265,-1.5723910918439645
1,0,0,0,0,265,265,-1.5723910918439645
2,0,0,0,0,265,265,-1.5723910918439645
3,0,0,0,0,265,265,-1.5723910918439645
4,0,0,0,0,265,265,-1.5723910918439645
5,0,0,0,0,265,265,-1.5723910918439645
6,0,0,0,0,265,265,-1.5723910918439645
7,0,0,0,0,265,265,-1.5723910918439645
8,0,0,0,0,265,265,-1.5723910918439645
9,0,0,0,0,265,265,-1.5723910918439645
10,0,0,0,0,265,265,-1.5723910918439645
11,0,0,0,0,265,265,-1.5723910918439645
12,0,0,0,0,265,265,-1.5723910918439645
13,0,0,0,0,265,265,-1.5723910918439645
14,0,0,0,0,265,265,-1.5723910918439645
15,0,0,0,0,265,265,-1.5723910918439645
0,0,0,0,0,265,265,-1.5723910918439645
1,0,0,0,0,265,265,-1.5723910918439645
2,0,0,0,0,265,265,-1.5723910918439645
3,0,0,0,0,265,265,-1.5723910918439645
4,0,0,0,0,265,265,-1.5723910918439645
5,0,0,0,0,265,265,-1.5723910918439645
6,0,0,0,0,265,265,-1.5723910918439645
7,0,0,0,0,265,265,-1.5723910918439645
8,0,0,0,0,265,265,-1.5723910918439645
9,0,0,0,0,265,265,-1.5723910918439645
10,0,0,0,0,265,265,-1.5723910918439645
11,0,0,0,0,265,265,-1.5723910918439645
12,0,0,0,0,265,265,-1.5723910918439645
13,0,0,0,0,265,265,-1.5723910918439645
14,0,0,0,0,265,265,-1.5723910918439645
15,0,0,0,0,265,265,-1.5723910918439645
0,0,0,0,0,265,265,-1.5723910918439645
1,0,0,0,0,265,265,-1.5723910918439645
2,0,0,0,0,265,265,-1.5723910918439645
3,0,0,0,0,265,265,-1.5723910918439645
4,0,0,0,0,265,265,-1.5723910918439645
5,0,0,0,0,265,265,-1.5723910918439645
6,0,0,0,0,265,265,-1.5723910918439645
7,0,0,0,0,265,265,-1.5723910918439645
8,0,0,0,0,265,265,-1.5723910918439645
9,0,0,0,0,265,265,-1.5723910918439645
10,0,0,0,0,265,265,-1.5723910918439645
11,0,0,0,0,265,265,-1.5723910918439645
12,0,0,0,0,265,265,-1.5723910918439645
13,0,0,0,0,265,265,-1.5723910918439645
14,0,0,0,0,265,265,-1.5723910918439645
15,0,0,0,0,265,265,-1.5723910918439645
0,0,0,0,0,265,265,-1.5723910918439645
1,0,0,0,0,265,265,-1.5723910918439645
2,0,0,0,0,265,265,-1.5723910918439645
3,0,0,0,0,265,265,-1.5723910918439645
4,0,0,0,0,265,265,-1.5723910918439645
5,0,0,0,0,265,265,-1.5723910918439645
6,0,0,0,0,265,265,-1.5723910918439645
7,0,0,0,0,265,265,-1.5723910918439645
8,0,0,0,0,265,265,-1.5723910918439645
9,0,0,0,0,265,265,-1.5723910918439645
10,0,0,0,0,265,265,-1.5723910918439645
11,0,0,0,0,265,265,-1.5723910918439645
12,0,0,0,0,265,265,-1.5723910918439645
13,0,0,0,0,265,265,-1.5723910918439645
14,0,0,0,0,265,265,-1.5723910918439645
15,0,0,0,0,265,265,-1.5723910918439645
0,0,0,0,0,265,265,-1.5723910918439645
1,0,0,0,0,265,265,-1.5723910918439645
2,0,0,0,0,265,265,-1.5723910918439645
3,0,0,0,0,265,265,-1.5723910918439645
4,0,0,0,0,265,265,-1.5723910918439645
5,0,0,0,0,265,265,-1.5723910918439645
6,0,0,0,0,265,265,-1.5723910918439645
7,0,0,0,0,265,265,-1.5723910918439645
8,0,0,0,0,265,265,-1.5723910918439645
9,0,0,0,0,265,265,-1.5723910918439645
10,0,0,0,0,265,265,-1.5723910918439645
11,0,0,0,0,265,265,-1.5723910918439645
12,0,0,0,0,265,265,-1.5723910918439645
13,0,0,0,0,265,265,-1.5723910918439645
14,0,0,0,0,265,265,-1.5723910918439645
15,0,0,0,0,265,265,-1.5723910918439645
0,0,0,0,0,265,265,-1.5723910918439645
1,0,0,0,0,265,265,-1.5723910918439645
2,0,0,0,0,265,265,-1.5723910918439645
3,0,0,0,0,265,265,-1.5723910918439645
4,0,0,0,0,265,265,-1.5723910918439645
5,0,0,0,0,265,265,-1.5723910918439645
6,0,0,0,0,265,265,-1.5723910918439645
7,0,0,0,0,265,265,-1.5723910918439645
8,0,0,0,0,265,265,-1.5723910918439645
9,0,0,0,0,265,265,-1.5723910918439645
10,0,0,0,0,265,265,-1.5723910918439645
11,0,0,0,0,265,265,-1.5723910918439645
12,0,0,0,0,265,265,-1.5723910918439645
13,0,0,0,0,265,265,-1.5723910918439645
14,0,0,0,0,265,265,-1.5723910918439645
15,0,0,0,0,265,265,-1.5723910918439645
0,0,0,0,0,265,265,-1.5723910918439645
1,0,0,0,0,265,265,-1.5723910918439645
2,0,0,0,0,265,265,-1.5723910918439645
3,0,0,0,0,265,265,-1.5723910918439645
4,0,0,0,0,265,265,-1.5723910918439645
5,0,0,0,0,265,265,-1.5723910918439645
6,0,0,0,0,265,265,-1.5723910918439645
7,0,0,0,0,265,265,-1.5723910918439645
8,0,0,0,0,265,265,-1.5723910918439645
9,0,0,0,0,265,265,-1.5723910918439645
10,0,0,0,0,265,265,-1.5723910918439645
11,0,0,0,0,265,265,-1.5723910918439645
12,0,0,0,0,266,265,-1.5723910918439645
13,0,0,0,0,265,266,-1.4493878773581266
14,0,0,0,0,266,265,-1.5723910918439645
15,0,0,0,0,265,265,-1.5723910918439645
0,0,0,0,0,265,265,-1.5723910918439645
1,0,0,0,0,266,266,-1.4493878773581266
2,0,0,0,0,266,266,-1.4493878773581266
3,0,0,0,0,266,266,-1.4493878773581266
4,0,0,0,0,265,265,-1.5723910918439645
5,0,0,0,0,265,265,-1.5723910918439645
6,0,0,0,0,266,265,-1.5723910918439645
7,0,0,0,0,265,266,-1.4493878773581266
8,0,0,0,0,266,265,-1.5723910918439645
9,0,0,0,0,265,265,-1.5723910918439645
10,0,0,0,0,265,265,-1.5723910918439645
11,0,0,0,0,265,265,-1.5723910918439645
12,0,0,0,0,265,265,-1.5723910918439645
13,0,0,0,0,266,266,-1.4493878773581266
14,0,0,0,0,266,266,-1.4493878773581266
15,0,0,0,0,266,266,-1.4493878773581266
0,0,0,0,0,266,266,-1.4493878773581266
1,0,0,0,0,266,266,-1.4493878773581266
2,0,0,0,0,266,266,-1.4493878773581266
3,0,0,0,0,266,266,-1.4493878773581266
4,0,0,0,0,266,266,-1.4493878773581266
5,0,0,0,0,266,266,-1.4493878773581266
6,0,0,0,0,266,266,-1.4493878773581266
7,0,0,0,0,266,266,-1.4493878773581266
8,0,0,0,0,266,266,-1.4493878773581266
9,0,0,0,0,266,266,-1.4493878773581266
10,0,0,0,0,266,266,-1.4493878773581266
11,0,0,0,0,266,266,-1.4493878773581266
12,0,0,0,0,266,266,-1.4493878773581266
13,0,0,0,0,266,266,-1.4493878773581266
14,0,0,0,0,266,266,-1.4493878773581266
15,0,0,0,0,266,266,-1.4493878773581266
0,0,0,0,0,266,266,-1.4493878773581266
1,0,0,0,0,266,266,-1.4493878773581266
2,0,0,0,0,266,266,-1.4493878773581266
3,0,0,0,0,266,266,-1.4493878773581266
4,0,0,0,0,266,266,-1.4493878773581266
5,0,0,0,0,266,266,-1.4493878773581266
6,0,0,0,0,266,266,-1.4493878773581266
7,0,0,0,0,266,266,-1.4493878773581266
8,0,0,0,0,266,266,-1.4493878773581266
9,0,0,0,0,266,266,-1.4493878773581266
10,0,0,0,0,266,266,-1.4493878773581266
11,0,0,0,0,266,266,-1.4493878773581266
12,0,0,0,0,266,266,-1.4493878773581266
13,0,0,0,0,266,266,-1.4493878773581266
14,0,0,0,0,266,266,-1.4493878773581266
15,0,0,0,0,266,266,-1.4493878773581266
0,0,0,0,0,266,266,-1.4493878773581266
1,0,0,0,0,266,266,-1.4493878773581266
2,0,0,0,0,266,266,-1.4493878773581266
3,0,0,0,0,266,266,-1.4493878773581266
4,0,0,0,0,266,266,-1.4493878773581266
5,0,0,0,0,266,266,-1.4493878773581266
6,0,0,0,0,266,266,-1.4493878773581266
7,0,0,0,0,266,266,-1.4493878773581266
8,0,0,0,0,266,266,-1.4493878773581266
9,0,0,0,0,266,266,-1.4493878773581266
10,0,0,0,0,267,266,-1.4493878773581266
11,0,0,0,0,266,266,-1.4493878773581266
12,0,0,0,0,266,266,-1.4493878773581266
13,0,0,0,0,266,266,-1.4493878773581266
14,0,0,0,0,266,266,-1.4493878773581266
15,0,0,0,0,266,266,-1.4493878773581266
0,0,0,0,0,266,266,-1.4493878773581266
1,0,0,0,0,266,266,-1.4493878773581266
2,0,0,0,0,266,266,-1.4493878773581266
3,0,0,0,0,266,266,-1.4493878773581266
4,0,0,0,0,266,266,-1.4493878773581266
5,0,0,0,0,266,266,-1.4493878773581266
6,0,0,0,0,266,266,-1.4493878773581266
7,0,0,0,0,266,266,-1.4493878773581266
8,0,0,0,0,266,266,-1.4493878773581266
9,0,0,0,0,266,266,-1.4493878773581266
10,0,0,0,0,267,266,-1.4493878773581266
11,0,0,0,0,266,267,-1.3263846628722886
12,0,0,0,0,267,266,-1.4493878773581266
13,0,0,0,0,266,267,-1.3263846628722886
14,0,0,0,0,267,266,-1.4493878773581266
15,0,0,0,0,266,266,-1.4493878773581266
0,0,0,0,0,266,266,-1.4493878773581266
1,0,0,0,0,267,267,-1.3263846628722886
2,0,0,0,0,267,267,-1.3263846628722886
3,0,0,0,0,267,267,-1.3263846628722886
4,0,0,0,0,267,267,-1.3263846628722886
5,0,0,0,0,266,267,-1.3263846628722886
6,0,0,0,0,267,267,-1.3263846628722886
7,0,0,0,0,267,267,-1.3263846628722886
8,0,0,0,0,267,267,-1.3263846628722886
9,0,0,0,0,266,267,-1.3263846628722886
10,0,0,0,0,267,267,-1.3263846628722886
11,0,0,0,0,267,267,-1.3263846628722886
12,0,0,0,0,267,267,-1.3263846628722886
13,0,0,0,0,267,267,-1.3263846628722886
14,0,0,0,0,267,267,-1.3263846628722886
15,0,0,0,0,267,267,-1.3263846628722886
0,0,0,0,0,267,267,-1.3263846628722886
1,0,0,0,0,267,267,-1.3263846628722886
2,0,0,0,0,267,267,-1.3263846628722886
3,0,0,0,0,267,267,-1.3263846628722886
4,0,0,0,0,267,267,-1.3263846628722886
5,0,0,0,0,267,267,-1.3263846628722886
6,0,0,0,0,267,267,-1.3263846628722886
7,0,0,0,0,267,267,-1.3263846628722886
8,0,0,0,0,267,267,-1.3263846628722886
9,0,0,0,0,267,267,-1.3263846628722886
10,0,0,0,0,267,267,-1.3263846628722886
11,0,0,0,0,267,267,-1.3263846628722886
12,0,0,0,0,267,267,-1.3263846628722886
13,0,0,0,0,267,267,-1.3263846628722886
14,0,0,0,0,267,267,-1.3263846628722886
15,0,0,0,0,267,267,-1.3263846628722886
0,0,0,0,0,267,267,-1.3263846628722886
1,0,0,0,0,267,267,-1.3263846628722886
2,0,0,0,0,267,267,-1.3263846628722886
3,0,0,0,0,267,267,-1.3263846628722886
4,0,0,0,0,267,267,-1.3263846628722886
5,0,0,0,0,267,267,-1.3263846628722886
6,0,0,0,0,267,267,-1.3263846628722886
7,0,0,0,0,267,267,-1.3263846628722886
8,0,0,0,0,267,267,-1.3263846628722886
9,0,0,0,0,267,267,-1.3263846628722886
10,0,0,0,0,267,267,-1.3263846628722886
11,0,0,0,0,267,267,-1.3263846628722886
12,0,0,0,0,267,267,-1.3263846628722886
13,0,0,0,0,267,267,-1.3263846628722886
14,0,0,0,0,267,267,-1.3263846628722886
15,0,0,0,0,267,267,-1.3263846628722886
0,0,0,0,0,267,267,-1.3263846628722886
1,0,0,0,0,267,267,-1.3263846628722886
2,0,0,0,0,267,267,-1.3263846628722886
3,0,0,0,0,267,267,-1.3263846628722886
4,0,0,0,0,267,267,-1.3263846628722886
5,0,0,0,0,267,267,-1.3263846628722886
6,0,0,0,0,267,267,-1.3263846628722886
7,0,0,0,0,267,267,-1.3263846628722886
8,0,0,0,0,267,267,-1.3263846628722886
9,0,0,0,0,267,267,-1.3263846628722886
10,0,0,0,0,267,267,-1.3263846628722886
11,0,0,0,0,267,267,-1.3263846628722886
12,0,0,0,0,267,267,-1.3263846628722886
13,0,0,0,0,267,267,-1.3263846628722886
14,0,0,0,0,267,267,-1.3263846628722886
15,0,0,0,0,267,267,-1.3263846628722886
0,0,0,0,0,267,267,-1.3263846628722886
1,0,0,0,0,267,267,-1.3263846628722886
2,0,0,0,0,267,267,-1.3263846628722886
3,0,0,0,0,267,267,-1.3263846628722886
4,0,0,0,0,267,267,-1.3263846628722886
5,0,0,0,0,267,267,-1.3263846628722886
6,0,0,0,0,267,267,-1.3263846628722886
7,0,0,0,0,267,267,-1.3263846628722886
8,0,0,0,0,267,267,-1.3263846628722886
9,0,0,0,0,267,267,-1.3263846628722886
10,0,0,0,0,267,267,-1.3263846628722886
11,0,0,0,0,267,267,-1.3263846628722886
