nSeq;I1; I2; O1; O2;A3
2;0;0;0;0;273
3;0;0;0;0;273
4;0;0;0;0;273
5;0;0;0;0;273
6;0;0;0;0;273
7;0;0;0;0;273
8;0;0;0;0;273
9;0;0;0;0;273
10;0;0;0;0;273
11;0;0;0;0;273
12;0;0;0;0;273
13;0;0;0;0;273
14;0;0;0;0;273
15;0;0;0;0;273
0;0;0;0;0;273
1;0;0;0;0;273
2;0;0;0;0;273
3;0;0;0;0;273
4;0;0;0;0;273
5;0;0;0;0;273
6;0;0;0;0;273
7;0;0;0;0;273
8;0;0;0;0;273
9;0;0;0;0;273
10;0;0;0;0;273
11;0;0;0;0;273
12;0;0;0;0;273
13;0;0;0;0;273
14;0;0;0;0;273
15;0;0;0;0;273
0;0;0;0;0;273
1;0;0;0;0;273
2;0;0;0;0;274
3;0;0;0;0;273
4;0;0;0;0;273
5;0;0;0;0;273
6;0;0;0;0;273
7;0;0;0;0;273
8;0;0;0;0;273
9;0;0;0;0;273
10;0;0;0;0;273
11;0;0;0;0;273
12;0;0;0;0;274
13;0;0;0;0;273
14;0;0;0;0;273
15;0;0;0;0;273
0;0;0;0;0;273
1;0;0;0;0;274
2;0;0;0;0;274
3;0;0;0;0;274
4;0;0;0;0;274
5;0;0;0;0;274
6;0;0;0;0;274
7;0;0;0;0;274
8;0;0;0;0;274
9;0;0;0;0;274
10;0;0;0;0;274
11;0;0;0;0;274
12;0;0;0;0;274
13;0;0;0;0;274
14;0;0;0;0;274
15;0;0;0;0;274
0;0;0;0;0;274
1;0;0;0;0;274
2;0;0;0;0;274
3;0;0;0;0;274
4;0;0;0;0;274
5;0;0;0;0;274
6;0;0;0;0;274
7;0;0;0;0;274
8;0;0;0;0;274
9;0;0;0;0;274
10;0;0;0;0;274
11;0;0;0;0;274
12;0;0;0;0;274
13;0;0;0;0;274
14;0;0;0;0;274
15;0;0;0;0;274
0;0;0;0;0;274
1;0;0;0;0;274
2;0;0;0;0;274
3;0;0;0;0;274
4;0;0;0;0;275
5;0;0;0;0;274
6;0;0;0;0;274
7;0;0;0;0;274
8;0;0;0;0;274
9;0;0;0;0;274
10;0;0;0;0;275
11;0;0;0;0;274
12;0;0;0;0;275
13;0;0;0;0;275
14;0;0;0;0;275
15;0;0;0;0;275
0;0;0;0;0;275
1;0;0;0;0;275
2;0;0;0;0;275
3;0;0;0;0;275
4;0;0;0;0;275
5;0;0;0;0;275
6;0;0;0;0;275
7;0;0;0;0;275
8;0;0;0;0;275
9;0;0;0;0;275
10;0;0;0;0;275
11;0;0;0;0;275
12;0;0;0;0;275
13;0;0;0;0;275
14;0;0;0;0;275
15;0;0;0;0;275
0;0;0;0;0;275
1;0;0;0;0;275
2;0;0;0;0;275
3;0;0;0;0;275
4;0;0;0;0;275
5;0;0;0;0;275
6;0;0;0;0;275
7;0;0;0;0;275
8;0;0;0;0;275
9;0;0;0;0;275
10;0;0;0;0;275
11;0;0;0;0;275
12;0;0;0;0;275
13;0;0;0;0;275
14;0;0;0;0;275
15;0;0;0;0;275
0;0;0;0;0;275
1;0;0;0;0;275
2;0;0;0;0;275
3;0;0;0;0;275
4;0;0;0;0;275
5;0;0;0;0;275
6;0;0;0;0;275
7;0;0;0;0;275
8;0;0;0;0;275
9;0;0;0;0;275
10;0;0;0;0;275
11;0;0;0;0;276
12;0;0;0;0;275
13;0;0;0;0;275
14;0;0;0;0;275
15;0;0;0;0;275
0;0;0;0;0;276
1;0;0;0;0;275
2;0;0;0;0;275
3;0;0;0;0;275
4;0;0;0;0;276
5;0;0;0;0;276
6;0;0;0;0;275
7;0;0;0;0;275
8;0;0;0;0;276
9;0;0;0;0;276
10;0;0;0;0;276
11;0;0;0;0;276
12;0;0;0;0;276
13;0;0;0;0;276
14;0;0;0;0;276
15;0;0;0;0;276
0;0;0;0;0;276
1;0;0;0;0;276
2;0;0;0;0;276
3;0;0;0;0;276
4;0;0;0;0;276
5;0;0;0;0;276
6;0;0;0;0;276
7;0;0;0;0;276
8;0;0;0;0;276
9;0;0;0;0;276
10;0;0;0;0;276
11;0;0;0;0;276
12;0;0;0;0;276
13;0;0;0;0;276
14;0;0;0;0;276
15;0;0;0;0;276
0;0;0;0;0;276
1;0;0;0;0;276
2;0;0;0;0;276
3;0;0;0;0;276
4;0;0;0;0;276
5;0;0;0;0;276
6;0;0;0;0;276
7;0;0;0;0;276
8;0;0;0;0;276
9;0;0;0;0;276
10;0;0;0;0;276
11;0;0;0;0;276
12;0;0;0;0;276
13;0;0;0;0;276
14;0;0;0;0;276
15;0;0;0;0;276
0;0;0;0;0;276
1;0;0;0;0;277
2;0;0;0;0;277
3;0;0;0;0;277
4;0;0;0;0;277
5;0;0;0;0;277
6;0;0;0;0;277
7;0;0;0;0;277
8;0;0;0;0;277
9;0;0;0;0;277
10;0;0;0;0;277
11;0;0;0;0;277
12;0;0;0;0;277
13;0;0;0;0;277
14;0;0;0;0;277
15;0;0;0;0;277
0;0;0;0;0;277
1;0;0;0;0;277
2;0;0;0;0;277
3;0;0;0;0;277
4;0;0;0;0;277
5;0;0;0;0;277
6;0;0;0;0;277
7;0;0;0;0;277
8;0;0;0;0;277
9;0;0;0;0;277
10;0;0;0;0;277
11;0;0;0;0;277
12;0;0;0;0;277
13;0;0;0;0;277
14;0;0;0;0;277
15;0;0;0;0;277
0;0;0;0;0;277
1;0;0;0;0;277
2;0;0;0;0;277
3;0;0;0;0;277
4;0;0;0;0;277
5;0;0;0;0;277
6;0;0;0;0;277
7;0;0;0;0;277
8;0;0;0;0;277
9;0;0;0;0;277
10;0;0;0;0;278
11;0;0;0;0;278
12;0;0;0;0;277
13;0;0;0;0;278
14;0;0;0;0;277
15;0;0;0;0;278
0;0;0;0;0;278
1;0;0;0;0;278
2;0;0;0;0;278
3;0;0;0;0;278
4;0;0;0;0;278
5;0;0;0;0;278
6;0;0;0;0;278
7;0;0;0;0;278
8;0;0;0;0;278
9;0;0;0;0;278
10;0;0;0;0;278
11;0;0;0;0;278
12;0;0;0;0;278
13;0;0;0;0;278
14;0;0;0;0;278
15;0;0;0;0;278
0;0;0;0;0;278
1;0;0;0;0;278
2;0;0;0;0;278
3;0;0;0;0;278
4;0;0;0;0;278
5;0;0;0;0;278
6;0;0;0;0;278
7;0;0;0;0;278
8;0;0;0;0;278
9;0;0;0;0;278
10;0;0;0;0;278
11;0;0;0;0;278
12;0;0;0;0;278
13;0;0;0;0;278
14;0;0;0;0;278
15;0;0;0;0;278
0;0;0;0;0;278
1;0;0;0;0;278
2;0;0;0;0;278
3;0;0;0;0;278
4;0;0;0;0;278
5;0;0;0;0;278
