nSeq;I1; I2; O1; O2;A3
15;0;0;0;0;292
0;0;0;0;0;292
1;0;0;0;0;292
2;0;0;0;0;292
3;0;0;0;0;292
4;0;0;0;0;292
5;0;0;0;0;292
6;0;0;0;0;292
7;0;0;0;0;292
8;0;0;0;0;292
9;0;0;0;0;292
10;0;0;0;0;292
11;0;0;0;0;292
12;0;0;0;0;292
13;0;0;0;0;292
14;0;0;0;0;292
15;0;0;0;0;292
0;0;0;0;0;292
1;0;0;0;0;292
2;0;0;0;0;292
3;0;0;0;0;292
4;0;0;0;0;292
5;0;0;0;0;292
6;0;0;0;0;292
7;0;0;0;0;292
8;0;0;0;0;292
9;0;0;0;0;292
10;0;0;0;0;292
11;0;0;0;0;292
12;0;0;0;0;292
13;0;0;0;0;292
14;0;0;0;0;292
15;0;0;0;0;292
0;0;0;0;0;292
1;0;0;0;0;292
2;0;0;0;0;292
3;0;0;0;0;292
4;0;0;0;0;292
5;0;0;0;0;292
6;0;0;0;0;292
7;0;0;0;0;292
8;0;0;0;0;292
9;0;0;0;0;292
10;0;0;0;0;292
11;0;0;0;0;292
12;0;0;0;0;292
13;0;0;0;0;292
14;0;0;0;0;292
15;0;0;0;0;292
0;0;0;0;0;292
1;0;0;0;0;292
2;0;0;0;0;292
3;0;0;0;0;292
4;0;0;0;0;292
5;0;0;0;0;292
6;0;0;0;0;292
7;0;0;0;0;292
8;0;0;0;0;292
9;0;0;0;0;292
10;0;0;0;0;292
11;0;0;0;0;292
12;0;0;0;0;292
13;0;0;0;0;292
14;0;0;0;0;292
15;0;0;0;0;292
0;0;0;0;0;292
1;0;0;0;0;292
2;0;0;0;0;292
3;0;0;0;0;292
4;0;0;0;0;292
5;0;0;0;0;292
6;0;0;0;0;292
7;0;0;0;0;292
8;0;0;0;0;292
9;0;0;0;0;292
10;0;0;0;0;292
11;0;0;0;0;292
12;0;0;0;0;292
13;0;0;0;0;292
14;0;0;0;0;292
15;0;0;0;0;292
0;0;0;0;0;292
1;0;0;0;0;292
2;0;0;0;0;292
3;0;0;0;0;292
4;0;0;0;0;292
5;0;0;0;0;292
6;0;0;0;0;292
7;0;0;0;0;292
8;0;0;0;0;292
9;0;0;0;0;292
10;0;0;0;0;292
11;0;0;0;0;292
12;0;0;0;0;292
13;0;0;0;0;292
14;0;0;0;0;292
15;0;0;0;0;292
0;0;0;0;0;292
1;0;0;0;0;292
2;0;0;0;0;292
3;0;0;0;0;292
4;0;0;0;0;292
5;0;0;0;0;292
6;0;0;0;0;292
7;0;0;0;0;292
8;0;0;0;0;292
9;0;0;0;0;292
10;0;0;0;0;292
11;0;0;0;0;292
12;0;0;0;0;292
13;0;0;0;0;292
14;0;0;0;0;292
15;0;0;0;0;292
0;0;0;0;0;292
1;0;0;0;0;292
2;0;0;0;0;292
3;0;0;0;0;292
4;0;0;0;0;292
5;0;0;0;0;292
6;0;0;0;0;292
7;0;0;0;0;292
8;0;0;0;0;292
9;0;0;0;0;292
10;0;0;0;0;292
11;0;0;0;0;292
12;0;0;0;0;292
13;0;0;0;0;292
14;0;0;0;0;292
15;0;0;0;0;292
0;0;0;0;0;292
1;0;0;0;0;292
2;0;0;0;0;292
3;0;0;0;0;292
4;0;0;0;0;292
5;0;0;0;0;292
6;0;0;0;0;292
7;0;0;0;0;292
8;0;0;0;0;292
9;0;0;0;0;292
10;0;0;0;0;292
11;0;0;0;0;292
12;0;0;0;0;292
13;0;0;0;0;292
14;0;0;0;0;292
15;0;0;0;0;292
0;0;0;0;0;292
1;0;0;0;0;292
2;0;0;0;0;292
3;0;0;0;0;292
4;0;0;0;0;292
5;0;0;0;0;292
6;0;0;0;0;292
7;0;0;0;0;292
8;0;0;0;0;292
9;0;0;0;0;292
10;0;0;0;0;292
11;0;0;0;0;292
12;0;0;0;0;292
13;0;0;0;0;292
14;0;0;0;0;292
15;0;0;0;0;292
0;0;0;0;0;292
1;0;0;0;0;292
2;0;0;0;0;292
3;0;0;0;0;292
4;0;0;0;0;292
5;0;0;0;0;292
6;0;0;0;0;292
7;0;0;0;0;292
8;0;0;0;0;292
9;0;0;0;0;292
10;0;0;0;0;292
11;0;0;0;0;292
12;0;0;0;0;292
13;0;0;0;0;292
14;0;0;0;0;292
15;0;0;0;0;292
0;0;0;0;0;292
1;0;0;0;0;292
2;0;0;0;0;292
3;0;0;0;0;292
4;0;0;0;0;292
5;0;0;0;0;292
6;0;0;0;0;292
7;0;0;0;0;292
8;0;0;0;0;292
9;0;0;0;0;292
10;0;0;0;0;292
11;0;0;0;0;292
12;0;0;0;0;292
13;0;0;0;0;292
14;0;0;0;0;292
15;0;0;0;0;292
0;0;0;0;0;292
1;0;0;0;0;292
2;0;0;0;0;292
3;0;0;0;0;292
4;0;0;0;0;292
5;0;0;0;0;292
6;0;0;0;0;292
7;0;0;0;0;291
8;0;0;0;0;292
9;0;0;0;0;292
10;0;0;0;0;292
11;0;0;0;0;292
12;0;0;0;0;292
13;0;0;0;0;292
14;0;0;0;0;292
15;0;0;0;0;292
0;0;0;0;0;292
1;0;0;0;0;292
2;0;0;0;0;292
3;0;0;0;0;292
4;0;0;0;0;292
5;0;0;0;0;292
6;0;0;0;0;292
7;0;0;0;0;292
8;0;0;0;0;292
9;0;0;0;0;292
10;0;0;0;0;292
11;0;0;0;0;292
12;0;0;0;0;292
13;0;0;0;0;292
14;0;0;0;0;292
15;0;0;0;0;292
0;0;0;0;0;292
1;0;0;0;0;292
2;0;0;0;0;292
3;0;0;0;0;292
4;0;0;0;0;292
5;0;0;0;0;292
6;0;0;0;0;292
7;0;0;0;0;292
8;0;0;0;0;292
9;0;0;0;0;292
10;0;0;0;0;292
11;0;0;0;0;292
12;0;0;0;0;292
13;0;0;0;0;292
14;0;0;0;0;292
15;0;0;0;0;292
0;0;0;0;0;292
1;0;0;0;0;292
2;0;0;0;0;292
3;0;0;0;0;292
4;0;0;0;0;292
5;0;0;0;0;292
6;0;0;0;0;292
7;0;0;0;0;292
8;0;0;0;0;292
9;0;0;0;0;292
10;0;0;0;0;292
11;0;0;0;0;292
12;0;0;0;0;292
13;0;0;0;0;292
14;0;0;0;0;292
15;0;0;0;0;292
0;0;0;0;0;292
1;0;0;0;0;292
2;0;0;0;0;292
3;0;0;0;0;292
4;0;0;0;0;292
5;0;0;0;0;292
6;0;0;0;0;292
7;0;0;0;0;292
8;0;0;0;0;292
9;0;0;0;0;292
10;0;0;0;0;292
11;0;0;0;0;292
12;0;0;0;0;292
13;0;0;0;0;292
14;0;0;0;0;292
15;0;0;0;0;292
0;0;0;0;0;292
1;0;0;0;0;292
2;0;0;0;0;292
3;0;0;0;0;292
4;0;0;0;0;292
5;0;0;0;0;292
6;0;0;0;0;292
7;0;0;0;0;291
8;0;0;0;0;292
9;0;0;0;0;292
10;0;0;0;0;292
11;0;0;0;0;292
12;0;0;0;0;292
13;0;0;0;0;292
14;0;0;0;0;292
15;0;0;0;0;292
0;0;0;0;0;292
1;0;0;0;0;291
2;0;0;0;0;292
3;0;0;0;0;292
4;0;0;0;0;292
5;0;0;0;0;292
6;0;0;0;0;292
7;0;0;0;0;292
8;0;0;0;0;292
9;0;0;0;0;292
10;0;0;0;0;292
11;0;0;0;0;291
12;0;0;0;0;291
13;0;0;0;0;291
14;0;0;0;0;292
15;0;0;0;0;292
0;0;0;0;0;292
1;0;0;0;0;292
2;0;0;0;0;292
3;0;0;0;0;292
4;0;0;0;0;292
5;0;0;0;0;292
6;0;0;0;0;292
7;0;0;0;0;292
8;0;0;0;0;292
9;0;0;0;0;292
10;0;0;0;0;292
11;0;0;0;0;292
12;0;0;0;0;292
13;0;0;0;0;291
14;0;0;0;0;292
15;0;0;0;0;292
0;0;0;0;0;291
1;0;0;0;0;291
2;0;0;0;0;292
3;0;0;0;0;292
4;0;0;0;0;292
5;0;0;0;0;291
6;0;0;0;0;292
7;0;0;0;0;292
8;0;0;0;0;292
9;0;0;0;0;292
10;0;0;0;0;292
11;0;0;0;0;292
12;0;0;0;0;292
13;0;0;0;0;292
14;0;0;0;0;292
15;0;0;0;0;292
0;0;0;0;0;292
1;0;0;0;0;292
2;0;0;0;0;292
3;0;0;0;0;291
4;0;0;0;0;292
5;0;0;0;0;291
6;0;0;0;0;291
7;0;0;0;0;291
8;0;0;0;0;291
9;0;0;0;0;291
10;0;0;0;0;292
11;0;0;0;0;292
12;0;0;0;0;292
13;0;0;0;0;292
14;0;0;0;0;292
15;0;0;0;0;292
0;0;0;0;0;292
1;0;0;0;0;292
2;0;0;0;0;292
3;0;0;0;0;291
4;0;0;0;0;291
5;0;0;0;0;291
6;0;0;0;0;291
7;0;0;0;0;291
8;0;0;0;0;291
9;0;0;0;0;291
10;0;0;0;0;291
11;0;0;0;0;291
12;0;0;0;0;291
13;0;0;0;0;291
14;0;0;0;0;291
15;0;0;0;0;291
0;0;0;0;0;292
1;0;0;0;0;291
2;0;0;0;0;291
3;0;0;0;0;291
4;0;0;0;0;291
5;0;0;0;0;292
6;0;0;0;0;292
7;0;0;0;0;291
8;0;0;0;0;291
9;0;0;0;0;291
10;0;0;0;0;291
11;0;0;0;0;291
12;0;0;0;0;291
13;0;0;0;0;291
14;0;0;0;0;291
15;0;0;0;0;291
0;0;0;0;0;291
1;0;0;0;0;291
2;0;0;0;0;291
3;0;0;0;0;291
4;0;0;0;0;292
5;0;0;0;0;291
6;0;0;0;0;291
7;0;0;0;0;291
8;0;0;0;0;292
9;0;0;0;0;292
10;0;0;0;0;292
11;0;0;0;0;291
12;0;0;0;0;291
13;0;0;0;0;291
14;0;0;0;0;291
15;0;0;0;0;291
0;0;0;0;0;291
1;0;0;0;0;291
2;0;0;0;0;291
3;0;0;0;0;291
4;0;0;0;0;292
5;0;0;0;0;291
6;0;0;0;0;291
7;0;0;0;0;291
8;0;0;0;0;292
9;0;0;0;0;291
10;0;0;0;0;291
11;0;0;0;0;292
12;0;0;0;0;291
13;0;0;0;0;291
14;0;0;0;0;291
15;0;0;0;0;291
0;0;0;0;0;291
1;0;0;0;0;291
2;0;0;0;0;292
3;0;0;0;0;291
4;0;0;0;0;291
5;0;0;0;0;291
6;0;0;0;0;291
7;0;0;0;0;291
8;0;0;0;0;291
9;0;0;0;0;291
10;0;0;0;0;291
11;0;0;0;0;291
12;0;0;0;0;292
13;0;0;0;0;291
14;0;0;0;0;291
15;0;0;0;0;291
0;0;0;0;0;291
1;0;0;0;0;291
2;0;0;0;0;291
3;0;0;0;0;291
4;0;0;0;0;291
5;0;0;0;0;291
6;0;0;0;0;291
7;0;0;0;0;291
8;0;0;0;0;291
9;0;0;0;0;291
10;0;0;0;0;291
11;0;0;0;0;291
12;0;0;0;0;291
13;0;0;0;0;291
14;0;0;0;0;291
15;0;0;0;0;291
0;0;0;0;0;291
1;0;0;0;0;291
2;0;0;0;0;291
3;0;0;0;0;291
4;0;0;0;0;291
5;0;0;0;0;291
6;0;0;0;0;291
7;0;0;0;0;291
8;0;0;0;0;291
9;0;0;0;0;291
10;0;0;0;0;291
11;0;0;0;0;291
12;0;0;0;0;291
13;0;0;0;0;291
14;0;0;0;0;291
15;0;0;0;0;291
0;0;0;0;0;291
1;0;0;0;0;291
2;0;0;0;0;291
3;0;0;0;0;291
4;0;0;0;0;291
5;0;0;0;0;291
6;0;0;0;0;291
7;0;0;0;0;291
8;0;0;0;0;291
9;0;0;0;0;291
10;0;0;0;0;291
11;0;0;0;0;291
12;0;0;0;0;291
13;0;0;0;0;291
14;0;0;0;0;291
15;0;0;0;0;291
0;0;0;0;0;291
1;0;0;0;0;291
2;0;0;0;0;291
3;0;0;0;0;291
4;0;0;0;0;291
5;0;0;0;0;291
6;0;0;0;0;291
7;0;0;0;0;291
8;0;0;0;0;291
9;0;0;0;0;291
10;0;0;0;0;291
11;0;0;0;0;291
12;0;0;0;0;291
13;0;0;0;0;291
14;0;0;0;0;291
15;0;0;0;0;291
0;0;0;0;0;291
1;0;0;0;0;291
2;0;0;0;0;291
3;0;0;0;0;291
4;0;0;0;0;291
5;0;0;0;0;291
6;0;0;0;0;291
7;0;0;0;0;291
8;0;0;0;0;291
9;0;0;0;0;291
10;0;0;0;0;291
11;0;0;0;0;291
12;0;0;0;0;291
13;0;0;0;0;291
14;0;0;0;0;291
15;0;0;0;0;291
0;0;0;0;0;291
1;0;0;0;0;291
2;0;0;0;0;291
3;0;0;0;0;291
4;0;0;0;0;291
5;0;0;0;0;291
6;0;0;0;0;291
7;0;0;0;0;291
8;0;0;0;0;291
9;0;0;0;0;291
10;0;0;0;0;291
11;0;0;0;0;291
12;0;0;0;0;291
13;0;0;0;0;291
14;0;0;0;0;291
15;0;0;0;0;291
0;0;0;0;0;291
1;0;0;0;0;291
2;0;0;0;0;291
3;0;0;0;0;291
4;0;0;0;0;291
5;0;0;0;0;291
6;0;0;0;0;291
7;0;0;0;0;291
8;0;0;0;0;291
9;0;0;0;0;291
10;0;0;0;0;291
11;0;0;0;0;291
12;0;0;0;0;291
13;0;0;0;0;291
14;0;0;0;0;291
15;0;0;0;0;291
0;0;0;0;0;291
1;0;0;0;0;291
2;0;0;0;0;291
3;0;0;0;0;291
4;0;0;0;0;291
5;0;0;0;0;291
6;0;0;0;0;291
7;0;0;0;0;291
8;0;0;0;0;291
9;0;0;0;0;291
10;0;0;0;0;291
11;0;0;0;0;291
12;0;0;0;0;291
13;0;0;0;0;291
14;0;0;0;0;291
15;0;0;0;0;291
0;0;0;0;0;291
1;0;0;0;0;291
2;0;0;0;0;291
3;0;0;0;0;291
4;0;0;0;0;291
5;0;0;0;0;291
6;0;0;0;0;291
7;0;0;0;0;291
8;0;0;0;0;291
9;0;0;0;0;291
10;0;0;0;0;291
11;0;0;0;0;291
12;0;0;0;0;291
13;0;0;0;0;291
14;0;0;0;0;291
15;0;0;0;0;291
0;0;0;0;0;291
1;0;0;0;0;291
2;0;0;0;0;291
3;0;0;0;0;291
4;0;0;0;0;291
5;0;0;0;0;291
6;0;0;0;0;291
7;0;0;0;0;291
8;0;0;0;0;291
9;0;0;0;0;291
10;0;0;0;0;291
11;0;0;0;0;291
12;0;0;0;0;291
13;0;0;0;0;291
14;0;0;0;0;291
15;0;0;0;0;291
0;0;0;0;0;291
1;0;0;0;0;291
2;0;0;0;0;291
3;0;0;0;0;291
4;0;0;0;0;291
5;0;0;0;0;291
6;0;0;0;0;291
7;0;0;0;0;291
8;0;0;0;0;291
9;0;0;0;0;291
10;0;0;0;0;291
11;0;0;0;0;291
12;0;0;0;0;291
13;0;0;0;0;291
14;0;0;0;0;291
15;0;0;0;0;291
0;0;0;0;0;291
1;0;0;0;0;291
2;0;0;0;0;291
3;0;0;0;0;291
4;0;0;0;0;291
5;0;0;0;0;291
6;0;0;0;0;291
7;0;0;0;0;291
8;0;0;0;0;291
9;0;0;0;0;291
10;0;0;0;0;291
11;0;0;0;0;291
12;0;0;0;0;291
13;0;0;0;0;291
14;0;0;0;0;291
15;0;0;0;0;291
0;0;0;0;0;291
1;0;0;0;0;291
2;0;0;0;0;291
3;0;0;0;0;291
4;0;0;0;0;291
5;0;0;0;0;291
6;0;0;0;0;291
7;0;0;0;0;291
8;0;0;0;0;291
9;0;0;0;0;291
10;0;0;0;0;291
11;0;0;0;0;291
12;0;0;0;0;291
13;0;0;0;0;291
14;0;0;0;0;291
15;0;0;0;0;291
0;0;0;0;0;291
1;0;0;0;0;291
2;0;0;0;0;291
3;0;0;0;0;291
4;0;0;0;0;291
5;0;0;0;0;291
6;0;0;0;0;291
7;0;0;0;0;291
8;0;0;0;0;291
9;0;0;0;0;291
10;0;0;0;0;291
11;0;0;0;0;291
12;0;0;0;0;291
13;0;0;0;0;291
14;0;0;0;0;291
15;0;0;0;0;291
0;0;0;0;0;291
1;0;0;0;0;291
2;0;0;0;0;291
3;0;0;0;0;291
4;0;0;0;0;291
5;0;0;0;0;291
6;0;0;0;0;291
7;0;0;0;0;291
8;0;0;0;0;291
9;0;0;0;0;291
10;0;0;0;0;291
11;0;0;0;0;291
12;0;0;0;0;291
13;0;0;0;0;291
14;0;0;0;0;291
15;0;0;0;0;291
0;0;0;0;0;291
1;0;0;0;0;291
2;0;0;0;0;291
3;0;0;0;0;291
4;0;0;0;0;291
5;0;0;0;0;291
6;0;0;0;0;291
7;0;0;0;0;291
8;0;0;0;0;291
9;0;0;0;0;291
10;0;0;0;0;291
11;0;0;0;0;291
12;0;0;0;0;291
13;0;0;0;0;291
14;0;0;0;0;291
15;0;0;0;0;291
0;0;0;0;0;291
1;0;0;0;0;291
2;0;0;0;0;291
3;0;0;0;0;291
4;0;0;0;0;291
5;0;0;0;0;291
6;0;0;0;0;291
7;0;0;0;0;291
8;0;0;0;0;291
9;0;0;0;0;291
10;0;0;0;0;291
11;0;0;0;0;291
12;0;0;0;0;291
13;0;0;0;0;291
14;0;0;0;0;291
15;0;0;0;0;291
0;0;0;0;0;291
1;0;0;0;0;291
2;0;0;0;0;291
3;0;0;0;0;291
4;0;0;0;0;291
5;0;0;0;0;291
6;0;0;0;0;291
7;0;0;0;0;291
8;0;0;0;0;291
9;0;0;0;0;291
10;0;0;0;0;291
11;0;0;0;0;291
12;0;0;0;0;291
13;0;0;0;0;291
14;0;0;0;0;291
15;0;0;0;0;291
0;0;0;0;0;291
1;0;0;0;0;291
2;0;0;0;0;291
3;0;0;0;0;291
4;0;0;0;0;291
5;0;0;0;0;291
6;0;0;0;0;291
7;0;0;0;0;291
8;0;0;0;0;291
9;0;0;0;0;291
10;0;0;0;0;291
11;0;0;0;0;291
12;0;0;0;0;291
13;0;0;0;0;291
14;0;0;0;0;291
15;0;0;0;0;291
0;0;0;0;0;291
1;0;0;0;0;291
2;0;0;0;0;291
3;0;0;0;0;291
4;0;0;0;0;291
5;0;0;0;0;291
6;0;0;0;0;291
7;0;0;0;0;291
8;0;0;0;0;291
9;0;0;0;0;291
10;0;0;0;0;291
11;0;0;0;0;291
12;0;0;0;0;291
13;0;0;0;0;291
14;0;0;0;0;291
15;0;0;0;0;291
0;0;0;0;0;291
1;0;0;0;0;291
2;0;0;0;0;291
3;0;0;0;0;291
4;0;0;0;0;291
5;0;0;0;0;291
6;0;0;0;0;291
7;0;0;0;0;291
8;0;0;0;0;291
9;0;0;0;0;291
10;0;0;0;0;291
11;0;0;0;0;291
12;0;0;0;0;291
13;0;0;0;0;291
14;0;0;0;0;291
15;0;0;0;0;291
0;0;0;0;0;291
1;0;0;0;0;291
2;0;0;0;0;291
3;0;0;0;0;291
4;0;0;0;0;291
5;0;0;0;0;291
6;0;0;0;0;291
7;0;0;0;0;291
8;0;0;0;0;291
9;0;0;0;0;291
10;0;0;0;0;291
11;0;0;0;0;290
12;0;0;0;0;290
13;0;0;0;0;291
14;0;0;0;0;291
15;0;0;0;0;291
0;0;0;0;0;290
1;0;0;0;0;290
2;0;0;0;0;291
3;0;0;0;0;291
4;0;0;0;0;291
5;0;0;0;0;291
6;0;0;0;0;291
7;0;0;0;0;291
8;0;0;0;0;291
9;0;0;0;0;291
10;0;0;0;0;291
11;0;0;0;0;291
12;0;0;0;0;291
13;0;0;0;0;291
14;0;0;0;0;291
15;0;0;0;0;290
0;0;0;0;0;290
1;0;0;0;0;290
2;0;0;0;0;291
3;0;0;0;0;291
4;0;0;0;0;291
5;0;0;0;0;290
6;0;0;0;0;291
7;0;0;0;0;290
8;0;0;0;0;291
9;0;0;0;0;290
10;0;0;0;0;290
11;0;0;0;0;291
12;0;0;0;0;291
13;0;0;0;0;291
14;0;0;0;0;291
15;0;0;0;0;291
0;0;0;0;0;291
1;0;0;0;0;291
2;0;0;0;0;291
3;0;0;0;0;290
4;0;0;0;0;290
5;0;0;0;0;290
6;0;0;0;0;291
7;0;0;0;0;291
8;0;0;0;0;291
9;0;0;0;0;291
10;0;0;0;0;291
11;0;0;0;0;291
12;0;0;0;0;291
13;0;0;0;0;291
14;0;0;0;0;291
15;0;0;0;0;291
0;0;0;0;0;291
1;0;0;0;0;291
2;0;0;0;0;291
3;0;0;0;0;291
4;0;0;0;0;291
5;0;0;0;0;290
6;0;0;0;0;290
7;0;0;0;0;290
8;0;0;0;0;291
9;0;0;0;0;290
10;0;0;0;0;291
11;0;0;0;0;291
12;0;0;0;0;291
13;0;0;0;0;291
14;0;0;0;0;291
15;0;0;0;0;291
0;0;0;0;0;291
1;0;0;0;0;291
2;0;0;0;0;291
3;0;0;0;0;291
4;0;0;0;0;291
5;0;0;0;0;291
6;0;0;0;0;291
7;0;0;0;0;291
8;0;0;0;0;291
9;0;0;0;0;290
10;0;0;0;0;291
11;0;0;0;0;290
12;0;0;0;0;290
13;0;0;0;0;290
14;0;0;0;0;290
15;0;0;0;0;290
0;0;0;0;0;290
1;0;0;0;0;290
2;0;0;0;0;291
3;0;0;0;0;291
4;0;0;0;0;291
5;0;0;0;0;291
6;0;0;0;0;291
7;0;0;0;0;291
8;0;0;0;0;291
9;0;0;0;0;291
10;0;0;0;0;291
11;0;0;0;0;291
12;0;0;0;0;291
13;0;0;0;0;290
14;0;0;0;0;290
15;0;0;0;0;290
0;0;0;0;0;290
1;0;0;0;0;290
2;0;0;0;0;290
3;0;0;0;0;291
4;0;0;0;0;290
5;0;0;0;0;290
6;0;0;0;0;290
7;0;0;0;0;290
8;0;0;0;0;291
9;0;0;0;0;290
10;0;0;0;0;290
11;0;0;0;0;290
12;0;0;0;0;290
13;0;0;0;0;290
14;0;0;0;0;290
15;0;0;0;0;290
0;0;0;0;0;290
1;0;0;0;0;290
2;0;0;0;0;291
3;0;0;0;0;290
4;0;0;0;0;290
5;0;0;0;0;290
6;0;0;0;0;290
7;0;0;0;0;290
8;0;0;0;0;290
9;0;0;0;0;290
10;0;0;0;0;290
11;0;0;0;0;290
12;0;0;0;0;291
13;0;0;0;0;290
14;0;0;0;0;290
15;0;0;0;0;290
0;0;0;0;0;290
1;0;0;0;0;291
2;0;0;0;0;290
3;0;0;0;0;290
4;0;0;0;0;290
5;0;0;0;0;290
6;0;0;0;0;290
7;0;0;0;0;290
8;0;0;0;0;290
9;0;0;0;0;290
10;0;0;0;0;290
11;0;0;0;0;290
12;0;0;0;0;290
13;0;0;0;0;290
14;0;0;0;0;290
15;0;0;0;0;290
0;0;0;0;0;290
1;0;0;0;0;290
2;0;0;0;0;290
3;0;0;0;0;290
4;0;0;0;0;290
5;0;0;0;0;290
6;0;0;0;0;290
7;0;0;0;0;290
8;0;0;0;0;290
9;0;0;0;0;290
10;0;0;0;0;290
11;0;0;0;0;290
12;0;0;0;0;290
13;0;0;0;0;290
14;0;0;0;0;290
15;0;0;0;0;290
0;0;0;0;0;290
1;0;0;0;0;290
2;0;0;0;0;290
3;0;0;0;0;290
4;0;0;0;0;290
5;0;0;0;0;290
6;0;0;0;0;291
7;0;0;0;0;290
8;0;0;0;0;290
9;0;0;0;0;290
10;0;0;0;0;290
11;0;0;0;0;290
12;0;0;0;0;290
13;0;0;0;0;290
14;0;0;0;0;290
15;0;0;0;0;290
0;0;0;0;0;290
1;0;0;0;0;290
2;0;0;0;0;290
3;0;0;0;0;290
4;0;0;0;0;290
5;0;0;0;0;290
6;0;0;0;0;290
7;0;0;0;0;290
8;0;0;0;0;290
9;0;0;0;0;290
10;0;0;0;0;290
11;0;0;0;0;290
12;0;0;0;0;290
13;0;0;0;0;290
14;0;0;0;0;290
15;0;0;0;0;290
0;0;0;0;0;290
1;0;0;0;0;290
2;0;0;0;0;290
3;0;0;0;0;290
4;0;0;0;0;290
5;0;0;0;0;290
6;0;0;0;0;290
7;0;0;0;0;290
8;0;0;0;0;290
9;0;0;0;0;290
10;0;0;0;0;290
11;0;0;0;0;290
12;0;0;0;0;290
13;0;0;0;0;290
14;0;0;0;0;290
15;0;0;0;0;290
0;0;0;0;0;290
1;0;0;0;0;290
2;0;0;0;0;290
3;0;0;0;0;290
4;0;0;0;0;290
5;0;0;0;0;290
6;0;0;0;0;290
7;0;0;0;0;290
8;0;0;0;0;290
9;0;0;0;0;290
10;0;0;0;0;290
11;0;0;0;0;290
12;0;0;0;0;290
13;0;0;0;0;290
14;0;0;0;0;290
15;0;0;0;0;290
0;0;0;0;0;290
1;0;0;0;0;290
2;0;0;0;0;290
3;0;0;0;0;290
4;0;0;0;0;290
5;0;0;0;0;290
6;0;0;0;0;290
7;0;0;0;0;290
8;0;0;0;0;290
9;0;0;0;0;290
10;0;0;0;0;290
11;0;0;0;0;290
12;0;0;0;0;290
13;0;0;0;0;290
14;0;0;0;0;290
15;0;0;0;0;290
0;0;0;0;0;290
1;0;0;0;0;290
2;0;0;0;0;290
3;0;0;0;0;290
4;0;0;0;0;290
5;0;0;0;0;290
6;0;0;0;0;290
7;0;0;0;0;290
8;0;0;0;0;290
9;0;0;0;0;290
10;0;0;0;0;290
11;0;0;0;0;290
12;0;0;0;0;290
13;0;0;0;0;290
14;0;0;0;0;290
15;0;0;0;0;290
0;0;0;0;0;290
1;0;0;0;0;290
2;0;0;0;0;290
3;0;0;0;0;290
4;0;0;0;0;290
5;0;0;0;0;290
6;0;0;0;0;290
7;0;0;0;0;290
8;0;0;0;0;290
9;0;0;0;0;290
10;0;0;0;0;290
11;0;0;0;0;290
12;0;0;0;0;290
13;0;0;0;0;290
14;0;0;0;0;290
15;0;0;0;0;290
0;0;0;0;0;290
1;0;0;0;0;290
2;0;0;0;0;290
3;0;0;0;0;290
4;0;0;0;0;290
5;0;0;0;0;290
6;0;0;0;0;290
7;0;0;0;0;290
8;0;0;0;0;290
9;0;0;0;0;290
10;0;0;0;0;290
11;0;0;0;0;290
12;0;0;0;0;290
13;0;0;0;0;290
14;0;0;0;0;290
15;0;0;0;0;290
0;0;0;0;0;290
1;0;0;0;0;290
2;0;0;0;0;290
3;0;0;0;0;290
4;0;0;0;0;290
5;0;0;0;0;290
6;0;0;0;0;290
7;0;0;0;0;290
8;0;0;0;0;290
9;0;0;0;0;290
10;0;0;0;0;290
11;0;0;0;0;290
12;0;0;0;0;290
13;0;0;0;0;290
14;0;0;0;0;290
15;0;0;0;0;290
0;0;0;0;0;290
1;0;0;0;0;290
2;0;0;0;0;290
3;0;0;0;0;290
4;0;0;0;0;290
5;0;0;0;0;290
6;0;0;0;0;290
7;0;0;0;0;290
8;0;0;0;0;290
9;0;0;0;0;290
10;0;0;0;0;290
11;0;0;0;0;290
12;0;0;0;0;290
13;0;0;0;0;290
14;0;0;0;0;290
15;0;0;0;0;290
0;0;0;0;0;290
1;0;0;0;0;290
2;0;0;0;0;290
3;0;0;0;0;290
4;0;0;0;0;290
5;0;0;0;0;290
6;0;0;0;0;290
7;0;0;0;0;290
8;0;0;0;0;290
9;0;0;0;0;290
10;0;0;0;0;290
11;0;0;0;0;290
12;0;0;0;0;290
13;0;0;0;0;290
14;0;0;0;0;290
15;0;0;0;0;290
0;0;0;0;0;290
1;0;0;0;0;290
2;0;0;0;0;290
3;0;0;0;0;290
4;0;0;0;0;290
5;0;0;0;0;290
6;0;0;0;0;290
7;0;0;0;0;290
8;0;0;0;0;290
9;0;0;0;0;290
10;0;0;0;0;290
11;0;0;0;0;290
12;0;0;0;0;290
13;0;0;0;0;290
14;0;0;0;0;290
15;0;0;0;0;290
0;0;0;0;0;290
1;0;0;0;0;290
2;0;0;0;0;290
3;0;0;0;0;290
4;0;0;0;0;290
5;0;0;0;0;290
6;0;0;0;0;290
7;0;0;0;0;290
8;0;0;0;0;290
9;0;0;0;0;290
10;0;0;0;0;290
11;0;0;0;0;290
12;0;0;0;0;290
13;0;0;0;0;290
14;0;0;0;0;290
15;0;0;0;0;290
0;0;0;0;0;290
1;0;0;0;0;290
2;0;0;0;0;290
3;0;0;0;0;290
4;0;0;0;0;290
5;0;0;0;0;290
6;0;0;0;0;290
7;0;0;0;0;290
8;0;0;0;0;290
9;0;0;0;0;290
10;0;0;0;0;290
11;0;0;0;0;290
