nSeq,I1,I2,O1,O2,A1,A1_filtrado,A1_normalizado,Grupo,Estado
8,0,0,0,0,507,507,-0.0482181633879616,1162.0,Relajado
9,0,0,0,0,507,507,-0.0482181633879616,1162.0,Relajado
10,0,0,0,0,504,506,-0.1348254447150006,1162.0,Relajado
11,0,0,0,0,506,506,-0.1348254447150006,1162.0,Relajado
12,0,0,0,0,507,507,-0.0482181633879616,1162.0,Relajado
13,0,0,0,0,508,507,-0.0482181633879616,1162.0,Relajado
14,0,0,0,0,507,508,0.0383891179390773,1163.0,Contraido
15,0,0,0,0,508,508,0.0383891179390773,1163.0,Contraido
0,0,0,0,0,512,508,0.0383891179390773,1163.0,Contraido
1,0,0,0,0,508,509,0.1249963992661163,1163.0,Contraido
2,0,0,0,0,509,508,0.0383891179390773,1163.0,Contraido
3,0,0,0,0,508,508,0.0383891179390773,1163.0,Contraido
4,0,0,0,0,506,506,-0.1348254447150006,1164.0,Relajado
5,0,0,0,0,504,504,-0.3080400073690785,1164.0,Relajado
6,0,0,0,0,503,504,-0.3080400073690785,1164.0,Relajado
7,0,0,0,0,507,505,-0.2214327260420396,1164.0,Relajado
8,0,0,0,0,505,507,-0.0482181633879616,1164.0,Relajado
9,0,0,0,0,509,505,-0.2214327260420396,1164.0,Relajado
10,0,0,0,0,505,509,0.1249963992661163,1165.0,Contraido
11,0,0,0,0,510,510,0.2116036805931553,1165.0,Contraido
12,0,0,0,0,512,511,0.2982109619201943,1165.0,Contraido
13,0,0,0,0,511,511,0.2982109619201943,1165.0,Contraido
14,0,0,0,0,507,507,-0.0482181633879616,1166.0,Relajado
15,0,0,0,0,506,506,-0.1348254447150006,1166.0,Relajado
0,0,0,0,0,506,506,-0.1348254447150006,1166.0,Relajado
1,0,0,0,0,503,506,-0.1348254447150006,1166.0,Relajado
2,0,0,0,0,507,507,-0.0482181633879616,1166.0,Relajado
3,0,0,0,0,508,508,0.0383891179390773,1167.0,Contraido
4,0,0,0,0,511,508,0.0383891179390773,1167.0,Contraido
5,0,0,0,0,506,506,-0.1348254447150006,1168.0,Relajado
6,0,0,0,0,506,506,-0.1348254447150006,1168.0,Relajado
7,0,0,0,0,508,508,0.0383891179390773,1169.0,Contraido
8,0,0,0,0,508,508,0.0383891179390773,1169.0,Contraido
9,0,0,0,0,506,506,-0.1348254447150006,1170.0,Relajado
10,0,0,0,0,504,506,-0.1348254447150006,1170.0,Relajado
11,0,0,0,0,508,508,0.0383891179390773,1171.0,Contraido
12,0,0,0,0,508,508,0.0383891179390773,1171.0,Contraido
13,0,0,0,0,505,508,0.0383891179390773,1171.0,Contraido
14,0,0,0,0,509,508,0.0383891179390773,1171.0,Contraido
15,0,0,0,0,508,508,0.0383891179390773,1171.0,Contraido
0,0,0,0,0,505,505,-0.2214327260420396,1172.0,Relajado
1,0,0,0,0,501,504,-0.3080400073690785,1172.0,Relajado
2,0,0,0,0,504,504,-0.3080400073690785,1172.0,Relajado
3,0,0,0,0,508,508,0.0383891179390773,1173.0,Contraido
4,0,0,0,0,508,508,0.0383891179390773,1173.0,Contraido
5,0,0,0,0,507,507,-0.0482181633879616,1174.0,Relajado
6,0,0,0,0,507,507,-0.0482181633879616,1174.0,Relajado
7,0,0,0,0,507,507,-0.0482181633879616,1174.0,Relajado
8,0,0,0,0,510,508,0.0383891179390773,1175.0,Contraido
9,0,0,0,0,508,509,0.1249963992661163,1175.0,Contraido
10,0,0,0,0,509,508,0.0383891179390773,1175.0,Contraido
11,0,0,0,0,505,509,0.1249963992661163,1175.0,Contraido
12,0,0,0,0,516,511,0.2982109619201943,1175.0,Contraido
13,0,0,0,0,511,511,0.2982109619201943,1175.0,Contraido
14,0,0,0,0,507,511,0.2982109619201943,1175.0,Contraido
15,0,0,0,0,512,512,0.3848182432472332,1175.0,Contraido
0,0,0,0,0,513,512,0.3848182432472332,1175.0,Contraido
1,0,0,0,0,512,512,0.3848182432472332,1175.0,Contraido
2,0,0,0,0,506,506,-0.1348254447150006,1176.0,Relajado
3,0,0,0,0,499,504,-0.3080400073690785,1176.0,Relajado
4,0,0,0,0,504,504,-0.3080400073690785,1176.0,Relajado
5,0,0,0,0,505,505,-0.2214327260420396,1176.0,Relajado
6,0,0,0,0,506,505,-0.2214327260420396,1176.0,Relajado
7,0,0,0,0,505,505,-0.2214327260420396,1176.0,Relajado
8,0,0,0,0,505,505,-0.2214327260420396,1176.0,Relajado
9,0,0,0,0,505,505,-0.2214327260420396,1176.0,Relajado
10,0,0,0,0,505,505,-0.2214327260420396,1176.0,Relajado
11,0,0,0,0,506,506,-0.1348254447150006,1176.0,Relajado
12,0,0,0,0,508,508,0.0383891179390773,1177.0,Contraido
13,0,0,0,0,508,508,0.0383891179390773,1177.0,Contraido
14,0,0,0,0,509,508,0.0383891179390773,1177.0,Contraido
15,0,0,0,0,503,503,-0.3946472886961175,1178.0,Relajado
0,0,0,0,0,500,502,-0.4812545700231565,1178.0,Relajado
1,0,0,0,0,502,502,-0.4812545700231565,1178.0,Relajado
2,0,0,0,0,513,513,0.4714255245742722,1179.0,Contraido
3,0,0,0,0,522,513,0.4714255245742722,1179.0,Contraido
4,0,0,0,0,513,513,0.4714255245742722,1179.0,Contraido
5,0,0,0,0,502,502,-0.4812545700231565,1180.0,Relajado
6,0,0,0,0,495,502,-0.4812545700231565,1180.0,Relajado
7,0,0,0,0,502,502,-0.4812545700231565,1180.0,Relajado
8,0,0,0,0,515,512,0.3848182432472332,1181.0,Contraido
9,0,0,0,0,512,512,0.3848182432472332,1181.0,Contraido
10,0,0,0,0,512,512,0.3848182432472332,1181.0,Contraido
11,0,0,0,0,509,509,0.1249963992661163,1181.0,Contraido
12,0,0,0,0,504,505,-0.2214327260420396,1182.0,Relajado
13,0,0,0,0,505,504,-0.3080400073690785,1182.0,Relajado
14,0,0,0,0,502,504,-0.3080400073690785,1182.0,Relajado
15,0,0,0,0,504,504,-0.3080400073690785,1182.0,Relajado
0,0,0,0,0,507,507,-0.0482181633879616,1182.0,Relajado
1,0,0,0,0,509,509,0.1249963992661163,1183.0,Contraido
2,0,0,0,0,512,512,0.3848182432472332,1183.0,Contraido
3,0,0,0,0,517,512,0.3848182432472332,1183.0,Contraido
4,0,0,0,0,510,510,0.2116036805931553,1183.0,Contraido
5,0,0,0,0,508,508,0.0383891179390773,1183.0,Contraido
6,0,0,0,0,508,508,0.0383891179390773,1183.0,Contraido
7,0,0,0,0,506,508,0.0383891179390773,1183.0,Contraido
8,0,0,0,0,508,506,-0.1348254447150006,1184.0,Relajado
9,0,0,0,0,504,508,0.0383891179390773,1185.0,Contraido
10,0,0,0,0,508,504,-0.3080400073690785,1186.0,Relajado
11,0,0,0,0,504,505,-0.2214327260420396,1186.0,Relajado
12,0,0,0,0,505,505,-0.2214327260420396,1186.0,Relajado
13,0,0,0,0,510,507,-0.0482181633879616,1186.0,Relajado
14,0,0,0,0,507,507,-0.0482181633879616,1186.0,Relajado
15,0,0,0,0,507,507,-0.0482181633879616,1186.0,Relajado
0,0,0,0,0,503,503,-0.3946472886961175,1186.0,Relajado
1,0,0,0,0,503,503,-0.3946472886961175,1186.0,Relajado
2,0,0,0,0,504,504,-0.3080400073690785,1186.0,Relajado
3,0,0,0,0,510,509,0.1249963992661163,1187.0,Contraido
4,0,0,0,0,509,509,0.1249963992661163,1187.0,Contraido
5,0,0,0,0,506,508,0.0383891179390773,1187.0,Contraido
6,0,0,0,0,508,508,0.0383891179390773,1187.0,Contraido
7,0,0,0,0,508,508,0.0383891179390773,1187.0,Contraido
8,0,0,0,0,509,508,0.0383891179390773,1187.0,Contraido
9,0,0,0,0,508,508,0.0383891179390773,1187.0,Contraido
10,0,0,0,0,507,507,-0.0482181633879616,1188.0,Relajado
11,0,0,0,0,506,506,-0.1348254447150006,1188.0,Relajado
12,0,0,0,0,505,506,-0.1348254447150006,1188.0,Relajado
13,0,0,0,0,508,508,0.0383891179390773,1189.0,Contraido
14,0,0,0,0,508,508,0.0383891179390773,1189.0,Contraido
15,0,0,0,0,510,510,0.2116036805931553,1189.0,Contraido
0,0,0,0,0,510,510,0.2116036805931553,1189.0,Contraido
1,0,0,0,0,507,508,0.0383891179390773,1189.0,Contraido
2,0,0,0,0,508,508,0.0383891179390773,1189.0,Contraido
3,0,0,0,0,508,508,0.0383891179390773,1189.0,Contraido
4,0,0,0,0,507,507,-0.0482181633879616,1190.0,Relajado
5,0,0,0,0,507,507,-0.0482181633879616,1190.0,Relajado
6,0,0,0,0,509,508,0.0383891179390773,1191.0,Contraido
7,0,0,0,0,508,508,0.0383891179390773,1191.0,Contraido
8,0,0,0,0,506,506,-0.1348254447150006,1192.0,Relajado
9,0,0,0,0,504,506,-0.1348254447150006,1192.0,Relajado
10,0,0,0,0,512,511,0.2982109619201943,1193.0,Contraido
11,0,0,0,0,511,511,0.2982109619201943,1193.0,Contraido
12,0,0,0,0,510,510,0.2116036805931553,1193.0,Contraido
13,0,0,0,0,508,510,0.2116036805931553,1193.0,Contraido
14,0,0,0,0,513,508,0.0383891179390773,1193.0,Contraido
15,0,0,0,0,506,506,-0.1348254447150006,1194.0,Relajado
0,0,0,0,0,506,506,-0.1348254447150006,1194.0,Relajado
1,0,0,0,0,507,506,-0.1348254447150006,1194.0,Relajado
2,0,0,0,0,506,507,-0.0482181633879616,1194.0,Relajado
3,0,0,0,0,508,508,0.0383891179390773,1195.0,Contraido
4,0,0,0,0,509,509,0.1249963992661163,1195.0,Contraido
5,0,0,0,0,509,509,0.1249963992661163,1195.0,Contraido
6,0,0,0,0,508,509,0.1249963992661163,1195.0,Contraido
7,0,0,0,0,510,509,0.1249963992661163,1195.0,Contraido
8,0,0,0,0,509,509,0.1249963992661163,1195.0,Contraido
9,0,0,0,0,507,508,0.0383891179390773,1195.0,Contraido
10,0,0,0,0,508,507,-0.0482181633879616,1196.0,Relajado
11,0,0,0,0,504,504,-0.3080400073690785,1196.0,Relajado
12,0,0,0,0,503,503,-0.3946472886961175,1196.0,Relajado
13,0,0,0,0,503,503,-0.3946472886961175,1196.0,Relajado
14,0,0,0,0,506,506,-0.1348254447150006,1196.0,Relajado
15,0,0,0,0,511,511,0.2982109619201943,1197.0,Contraido
0,0,0,0,0,515,513,0.4714255245742722,1197.0,Contraido
1,0,0,0,0,513,513,0.4714255245742722,1197.0,Contraido
2,0,0,0,0,510,510,0.2116036805931553,1197.0,Contraido
3,0,0,0,0,508,508,0.0383891179390773,1197.0,Contraido
4,0,0,0,0,504,504,-0.3080400073690785,1198.0,Relajado
5,0,0,0,0,502,504,-0.3080400073690785,1198.0,Relajado
6,0,0,0,0,506,503,-0.3946472886961175,1198.0,Relajado
7,0,0,0,0,503,506,-0.1348254447150006,1198.0,Relajado
8,0,0,0,0,507,503,-0.3946472886961175,1198.0,Relajado
9,0,0,0,0,503,504,-0.3080400073690785,1198.0,Relajado
10,0,0,0,0,504,504,-0.3080400073690785,1198.0,Relajado
11,0,0,0,0,505,505,-0.2214327260420396,1198.0,Relajado
12,0,0,0,0,506,506,-0.1348254447150006,1198.0,Relajado
13,0,0,0,0,510,508,0.0383891179390773,1199.0,Contraido
14,0,0,0,0,508,508,0.0383891179390773,1199.0,Contraido
15,0,0,0,0,508,508,0.0383891179390773,1199.0,Contraido
0,0,0,0,0,507,507,-0.0482181633879616,1200.0,Relajado
1,0,0,0,0,503,505,-0.2214327260420396,1200.0,Relajado
2,0,0,0,0,505,504,-0.3080400073690785,1200.0,Relajado
3,0,0,0,0,504,505,-0.2214327260420396,1200.0,Relajado
4,0,0,0,0,505,505,-0.2214327260420396,1200.0,Relajado
5,0,0,0,0,508,508,0.0383891179390773,1201.0,Contraido
6,0,0,0,0,518,516,0.7312473685553892,1201.0,Contraido
7,0,0,0,0,516,517,0.8178546498824282,1201.0,Contraido
8,0,0,0,0,517,516,0.7312473685553892,1201.0,Contraido
9,0,0,0,0,501,501,-0.5678618513501955,1202.0,Relajado
10,0,0,0,0,497,501,-0.5678618513501955,1202.0,Relajado
11,0,0,0,0,508,506,-0.1348254447150006,1202.0,Relajado
12,0,0,0,0,506,506,-0.1348254447150006,1202.0,Relajado
13,0,0,0,0,501,506,-0.1348254447150006,1202.0,Relajado
14,0,0,0,0,507,507,-0.0482181633879616,1202.0,Relajado
15,0,0,0,0,508,508,0.0383891179390773,1203.0,Contraido
0,0,0,0,0,508,508,0.0383891179390773,1203.0,Contraido
1,0,0,0,0,508,508,0.0383891179390773,1203.0,Contraido
2,0,0,0,0,515,509,0.1249963992661163,1203.0,Contraido
3,0,0,0,0,509,509,0.1249963992661163,1203.0,Contraido
4,0,0,0,0,504,507,-0.0482181633879616,1204.0,Relajado
5,0,0,0,0,507,507,-0.0482181633879616,1204.0,Relajado
6,0,0,0,0,508,507,-0.0482181633879616,1204.0,Relajado
7,0,0,0,0,507,507,-0.0482181633879616,1204.0,Relajado
8,0,0,0,0,506,507,-0.0482181633879616,1204.0,Relajado
9,0,0,0,0,507,507,-0.0482181633879616,1204.0,Relajado
10,0,0,0,0,507,507,-0.0482181633879616,1204.0,Relajado
11,0,0,0,0,506,507,-0.0482181633879616,1204.0,Relajado
12,0,0,0,0,507,507,-0.0482181633879616,1204.0,Relajado
13,0,0,0,0,507,507,-0.0482181633879616,1204.0,Relajado
14,0,0,0,0,506,506,-0.1348254447150006,1204.0,Relajado
15,0,0,0,0,506,506,-0.1348254447150006,1204.0,Relajado
0,0,0,0,0,508,508,0.0383891179390773,1205.0,Contraido
1,0,0,0,0,508,508,0.0383891179390773,1205.0,Contraido
2,0,0,0,0,507,507,-0.0482181633879616,1206.0,Relajado
3,0,0,0,0,506,506,-0.1348254447150006,1206.0,Relajado
4,0,0,0,0,505,505,-0.2214327260420396,1206.0,Relajado
5,0,0,0,0,505,505,-0.2214327260420396,1206.0,Relajado
6,0,0,0,0,505,505,-0.2214327260420396,1206.0,Relajado
7,0,0,0,0,504,505,-0.2214327260420396,1206.0,Relajado
8,0,0,0,0,509,509,0.1249963992661163,1207.0,Contraido
9,0,0,0,0,512,512,0.3848182432472332,1207.0,Contraido
10,0,0,0,0,513,513,0.4714255245742722,1207.0,Contraido
11,0,0,0,0,517,515,0.6446400872283502,1207.0,Contraido
12,0,0,0,0,515,515,0.6446400872283502,1207.0,Contraido
13,0,0,0,0,513,513,0.4714255245742722,1207.0,Contraido
14,0,0,0,0,510,510,0.2116036805931553,1207.0,Contraido
15,0,0,0,0,504,504,-0.3080400073690785,1208.0,Relajado
0,0,0,0,0,500,502,-0.4812545700231565,1208.0,Relajado
1,0,0,0,0,502,502,-0.4812545700231565,1208.0,Relajado
2,0,0,0,0,505,505,-0.2214327260420396,1208.0,Relajado
3,0,0,0,0,507,507,-0.0482181633879616,1208.0,Relajado
4,0,0,0,0,510,508,0.0383891179390773,1209.0,Contraido
5,0,0,0,0,508,509,0.1249963992661163,1209.0,Contraido
6,0,0,0,0,509,508,0.0383891179390773,1209.0,Contraido
7,0,0,0,0,508,508,0.0383891179390773,1209.0,Contraido
8,0,0,0,0,508,508,0.0383891179390773,1209.0,Contraido
9,0,0,0,0,505,505,-0.2214327260420396,1210.0,Relajado
10,0,0,0,0,505,505,-0.2214327260420396,1210.0,Relajado
11,0,0,0,0,505,505,-0.2214327260420396,1210.0,Relajado
12,0,0,0,0,504,504,-0.3080400073690785,1210.0,Relajado
13,0,0,0,0,499,503,-0.3946472886961175,1210.0,Relajado
14,0,0,0,0,503,503,-0.3946472886961175,1210.0,Relajado
15,0,0,0,0,508,507,-0.0482181633879616,1210.0,Relajado
0,0,0,0,0,507,508,0.0383891179390773,1211.0,Contraido
1,0,0,0,0,512,512,0.3848182432472332,1211.0,Contraido
2,0,0,0,0,515,514,0.5580328059013112,1211.0,Contraido
3,0,0,0,0,514,514,0.5580328059013112,1211.0,Contraido
4,0,0,0,0,507,507,-0.0482181633879616,1212.0,Relajado
5,0,0,0,0,503,504,-0.3080400073690785,1212.0,Relajado
6,0,0,0,0,504,504,-0.3080400073690785,1212.0,Relajado
7,0,0,0,0,507,505,-0.2214327260420396,1212.0,Relajado
8,0,0,0,0,505,507,-0.0482181633879616,1212.0,Relajado
9,0,0,0,0,507,506,-0.1348254447150006,1212.0,Relajado
10,0,0,0,0,506,507,-0.0482181633879616,1212.0,Relajado
11,0,0,0,0,507,506,-0.1348254447150006,1212.0,Relajado
12,0,0,0,0,506,506,-0.1348254447150006,1212.0,Relajado
13,0,0,0,0,506,506,-0.1348254447150006,1212.0,Relajado
14,0,0,0,0,509,506,-0.1348254447150006,1212.0,Relajado
15,0,0,0,0,504,508,0.0383891179390773,1213.0,Contraido
0,0,0,0,0,508,507,-0.0482181633879616,1214.0,Relajado
1,0,0,0,0,507,508,0.0383891179390773,1215.0,Contraido
2,0,0,0,0,509,508,0.0383891179390773,1215.0,Contraido
3,0,0,0,0,508,509,0.1249963992661163,1215.0,Contraido
4,0,0,0,0,510,508,0.0383891179390773,1215.0,Contraido
5,0,0,0,0,507,510,0.2116036805931553,1215.0,Contraido
6,0,0,0,0,510,507,-0.0482181633879616,1216.0,Relajado
7,0,0,0,0,507,507,-0.0482181633879616,1216.0,Relajado
8,0,0,0,0,506,507,-0.0482181633879616,1216.0,Relajado
9,0,0,0,0,507,506,-0.1348254447150006,1216.0,Relajado
10,0,0,0,0,505,505,-0.2214327260420396,1216.0,Relajado
11,0,0,0,0,505,505,-0.2214327260420396,1216.0,Relajado
12,0,0,0,0,508,508,0.0383891179390773,1217.0,Contraido
13,0,0,0,0,508,508,0.0383891179390773,1217.0,Contraido
14,0,0,0,0,506,508,0.0383891179390773,1217.0,Contraido
15,0,0,0,0,510,510,0.2116036805931553,1217.0,Contraido
0,0,0,0,0,514,510,0.2116036805931553,1217.0,Contraido
1,0,0,0,0,509,509,0.1249963992661163,1217.0,Contraido
2,0,0,0,0,506,506,-0.1348254447150006,1218.0,Relajado
3,0,0,0,0,503,506,-0.1348254447150006,1218.0,Relajado
4,0,0,0,0,506,506,-0.1348254447150006,1218.0,Relajado
5,0,0,0,0,508,508,0.0383891179390773,1219.0,Contraido
6,0,0,0,0,510,510,0.2116036805931553,1219.0,Contraido
7,0,0,0,0,511,511,0.2982109619201943,1219.0,Contraido
8,0,0,0,0,519,516,0.7312473685553892,1219.0,Contraido
9,0,0,0,0,516,516,0.7312473685553892,1219.0,Contraido
10,0,0,0,0,508,508,0.0383891179390773,1219.0,Contraido
11,0,0,0,0,503,503,-0.3946472886961175,1220.0,Relajado
12,0,0,0,0,498,498,-0.8276836953313125,1220.0,Relajado
13,0,0,0,0,498,498,-0.8276836953313125,1220.0,Relajado
14,0,0,0,0,518,518,0.9044619312094672,1221.0,Contraido
15,0,0,0,0,524,518,0.9044619312094672,1221.0,Contraido
0,0,0,0,0,508,508,0.0383891179390773,1221.0,Contraido
1,0,0,0,0,498,498,-0.8276836953313125,1222.0,Relajado
2,0,0,0,0,492,498,-0.8276836953313125,1222.0,Relajado
3,0,0,0,0,499,499,-0.7410764140042735,1222.0,Relajado
4,0,0,0,0,505,501,-0.5678618513501955,1222.0,Relajado
5,0,0,0,0,501,505,-0.2214327260420396,1222.0,Relajado
6,0,0,0,0,505,505,-0.2214327260420396,1222.0,Relajado
7,0,0,0,0,506,506,-0.1348254447150006,1222.0,Relajado
8,0,0,0,0,510,507,-0.0482181633879616,1222.0,Relajado
9,0,0,0,0,507,510,0.2116036805931553,1223.0,Contraido
10,0,0,0,0,510,510,0.2116036805931553,1223.0,Contraido
11,0,0,0,0,512,512,0.3848182432472332,1223.0,Contraido
12,0,0,0,0,513,512,0.3848182432472332,1223.0,Contraido
13,0,0,0,0,508,508,0.0383891179390773,1223.0,Contraido
14,0,0,0,0,507,507,-0.0482181633879616,1224.0,Relajado
15,0,0,0,0,505,507,-0.0482181633879616,1224.0,Relajado
0,0,0,0,0,509,509,0.1249963992661163,1225.0,Contraido
1,0,0,0,0,509,509,0.1249963992661163,1225.0,Contraido
2,0,0,0,0,506,507,-0.0482181633879616,1226.0,Relajado
3,0,0,0,0,507,506,-0.1348254447150006,1226.0,Relajado
4,0,0,0,0,505,505,-0.2214327260420396,1226.0,Relajado
5,0,0,0,0,503,505,-0.2214327260420396,1226.0,Relajado
6,0,0,0,0,506,506,-0.1348254447150006,1226.0,Relajado
7,0,0,0,0,509,508,0.0383891179390773,1227.0,Contraido
8,0,0,0,0,508,509,0.1249963992661163,1227.0,Contraido
9,0,0,0,0,510,509,0.1249963992661163,1227.0,Contraido
10,0,0,0,0,509,509,0.1249963992661163,1227.0,Contraido
11,0,0,0,0,508,508,0.0383891179390773,1227.0,Contraido
12,0,0,0,0,505,507,-0.0482181633879616,1228.0,Relajado
13,0,0,0,0,507,507,-0.0482181633879616,1228.0,Relajado
14,0,0,0,0,513,508,0.0383891179390773,1229.0,Contraido
15,0,0,0,0,508,511,0.2982109619201943,1229.0,Contraido
0,0,0,0,0,511,509,0.1249963992661163,1229.0,Contraido
1,0,0,0,0,509,509,0.1249963992661163,1229.0,Contraido
2,0,0,0,0,508,508,0.0383891179390773,1229.0,Contraido
3,0,0,0,0,504,504,-0.3080400073690785,1230.0,Relajado
4,0,0,0,0,498,498,-0.8276836953313125,1230.0,Relajado
5,0,0,0,0,496,498,-0.8276836953313125,1230.0,Relajado
6,0,0,0,0,501,499,-0.7410764140042735,1230.0,Relajado
7,0,0,0,0,499,501,-0.5678618513501955,1230.0,Relajado
8,0,0,0,0,506,506,-0.1348254447150006,1230.0,Relajado
9,0,0,0,0,512,512,0.3848182432472332,1231.0,Contraido
10,0,0,0,0,517,517,0.8178546498824282,1231.0,Contraido
11,0,0,0,0,524,518,0.9044619312094672,1231.0,Contraido
12,0,0,0,0,518,518,0.9044619312094672,1231.0,Contraido
13,0,0,0,0,511,511,0.2982109619201943,1231.0,Contraido
14,0,0,0,0,507,507,-0.0482181633879616,1232.0,Relajado
15,0,0,0,0,506,506,-0.1348254447150006,1232.0,Relajado
0,0,0,0,0,506,506,-0.1348254447150006,1232.0,Relajado
1,0,0,0,0,505,506,-0.1348254447150006,1232.0,Relajado
2,0,0,0,0,507,506,-0.1348254447150006,1232.0,Relajado
3,0,0,0,0,506,507,-0.0482181633879616,1232.0,Relajado
4,0,0,0,0,508,508,0.0383891179390773,1233.0,Contraido
5,0,0,0,0,508,508,0.0383891179390773,1233.0,Contraido
6,0,0,0,0,507,507,-0.0482181633879616,1234.0,Relajado
7,0,0,0,0,505,507,-0.0482181633879616,1234.0,Relajado
8,0,0,0,0,507,507,-0.0482181633879616,1234.0,Relajado
9,0,0,0,0,508,507,-0.0482181633879616,1234.0,Relajado
10,0,0,0,0,507,507,-0.0482181633879616,1234.0,Relajado
11,0,0,0,0,506,507,-0.0482181633879616,1234.0,Relajado
12,0,0,0,0,508,506,-0.1348254447150006,1234.0,Relajado
13,0,0,0,0,506,507,-0.0482181633879616,1234.0,Relajado
14,0,0,0,0,507,506,-0.1348254447150006,1234.0,Relajado
15,0,0,0,0,506,507,-0.0482181633879616,1234.0,Relajado
0,0,0,0,0,507,507,-0.0482181633879616,1234.0,Relajado
1,0,0,0,0,507,507,-0.0482181633879616,1234.0,Relajado
2,0,0,0,0,506,507,-0.0482181633879616,1234.0,Relajado
3,0,0,0,0,507,507,-0.0482181633879616,1234.0,Relajado
4,0,0,0,0,508,508,0.0383891179390773,1235.0,Contraido
5,0,0,0,0,509,509,0.1249963992661163,1235.0,Contraido
6,0,0,0,0,509,509,0.1249963992661163,1235.0,Contraido
7,0,0,0,0,508,508,0.0383891179390773,1235.0,Contraido
8,0,0,0,0,507,508,0.0383891179390773,1235.0,Contraido
9,0,0,0,0,509,508,0.0383891179390773,1235.0,Contraido
10,0,0,0,0,508,508,0.0383891179390773,1235.0,Contraido
11,0,0,0,0,508,508,0.0383891179390773,1235.0,Contraido
12,0,0,0,0,504,507,-0.0482181633879616,1236.0,Relajado
13,0,0,0,0,507,507,-0.0482181633879616,1236.0,Relajado
14,0,0,0,0,509,507,-0.0482181633879616,1236.0,Relajado
15,0,0,0,0,505,505,-0.2214327260420396,1236.0,Relajado
0,0,0,0,0,503,505,-0.2214327260420396,1236.0,Relajado
1,0,0,0,0,507,507,-0.0482181633879616,1236.0,Relajado
2,0,0,0,0,507,507,-0.0482181633879616,1236.0,Relajado
3,0,0,0,0,504,504,-0.3080400073690785,1236.0,Relajado
4,0,0,0,0,500,504,-0.3080400073690785,1236.0,Relajado
5,0,0,0,0,505,505,-0.2214327260420396,1236.0,Relajado
6,0,0,0,0,512,512,0.3848182432472332,1237.0,Contraido
7,0,0,0,0,513,512,0.3848182432472332,1237.0,Contraido
8,0,0,0,0,511,512,0.3848182432472332,1237.0,Contraido
9,0,0,0,0,512,512,0.3848182432472332,1237.0,Contraido
10,0,0,0,0,517,517,0.8178546498824282,1237.0,Contraido
11,0,0,0,0,532,519,0.9910692125365062,1237.0,Contraido
12,0,0,0,0,519,519,0.9910692125365062,1237.0,Contraido
13,0,0,0,0,503,503,-0.3946472886961175,1238.0,Relajado
14,0,0,0,0,493,493,-1.2607201019665073,1238.0,Relajado
15,0,0,0,0,492,493,-1.2607201019665073,1238.0,Relajado
0,0,0,0,0,504,503,-0.3946472886961175,1238.0,Relajado
1,0,0,0,0,503,504,-0.3080400073690785,1238.0,Relajado
2,0,0,0,0,504,504,-0.3080400073690785,1238.0,Relajado
3,0,0,0,0,505,504,-0.3080400073690785,1238.0,Relajado
4,0,0,0,0,504,505,-0.2214327260420396,1238.0,Relajado
5,0,0,0,0,505,505,-0.2214327260420396,1238.0,Relajado
6,0,0,0,0,509,509,0.1249963992661163,1239.0,Contraido
7,0,0,0,0,509,509,0.1249963992661163,1239.0,Contraido
8,0,0,0,0,508,509,0.1249963992661163,1239.0,Contraido
9,0,0,0,0,509,509,0.1249963992661163,1239.0,Contraido
10,0,0,0,0,509,509,0.1249963992661163,1239.0,Contraido
11,0,0,0,0,509,509,0.1249963992661163,1239.0,Contraido
12,0,0,0,0,509,509,0.1249963992661163,1239.0,Contraido
13,0,0,0,0,507,507,-0.0482181633879616,1240.0,Relajado
14,0,0,0,0,506,507,-0.0482181633879616,1240.0,Relajado
15,0,0,0,0,510,509,0.1249963992661163,1241.0,Contraido
0,0,0,0,0,509,509,0.1249963992661163,1241.0,Contraido
1,0,0,0,0,509,509,0.1249963992661163,1241.0,Contraido
2,0,0,0,0,505,505,-0.2214327260420396,1242.0,Relajado
3,0,0,0,0,504,505,-0.2214327260420396,1242.0,Relajado
4,0,0,0,0,505,505,-0.2214327260420396,1242.0,Relajado
5,0,0,0,0,506,506,-0.1348254447150006,1242.0,Relajado
6,0,0,0,0,507,507,-0.0482181633879616,1242.0,Relajado
7,0,0,0,0,507,507,-0.0482181633879616,1242.0,Relajado
8,0,0,0,0,505,507,-0.0482181633879616,1242.0,Relajado
9,0,0,0,0,509,509,0.1249963992661163,1243.0,Contraido
10,0,0,0,0,514,509,0.1249963992661163,1243.0,Contraido
11,0,0,0,0,508,508,0.0383891179390773,1243.0,Contraido
12,0,0,0,0,508,508,0.0383891179390773,1243.0,Contraido
13,0,0,0,0,509,508,0.0383891179390773,1243.0,Contraido
14,0,0,0,0,504,504,-0.3080400073690785,1244.0,Relajado
15,0,0,0,0,504,504,-0.3080400073690785,1244.0,Relajado
0,0,0,0,0,508,505,-0.2214327260420396,1244.0,Relajado
1,0,0,0,0,505,505,-0.2214327260420396,1244.0,Relajado
2,0,0,0,0,504,504,-0.3080400073690785,1244.0,Relajado
3,0,0,0,0,496,499,-0.7410764140042735,1244.0,Relajado
4,0,0,0,0,499,499,-0.7410764140042735,1244.0,Relajado
5,0,0,0,0,505,505,-0.2214327260420396,1244.0,Relajado
6,0,0,0,0,513,513,0.4714255245742722,1245.0,Contraido
7,0,0,0,0,519,517,0.8178546498824282,1245.0,Contraido
