nSeq,I1,I2,O1,O2,A1,A1_filtrado,A1_normalizado,Grupo,Estado
0,0,0,0,0,507,507,-0.0270961393746701,0.0,Relajado
1,0,0,0,0,509,508,0.0551411707897033,1.0,Contraido
2,0,0,0,0,508,508,0.0551411707897033,1.0,Contraido
3,0,0,0,0,508,508,0.0551411707897033,1.0,Contraido
4,0,0,0,0,508,508,0.0551411707897033,1.0,Contraido
5,0,0,0,0,509,509,0.1373784809540768,1.0,Contraido
6,0,0,0,0,509,509,0.1373784809540768,1.0,Contraido
7,0,0,0,0,513,511,0.3018531012828239,1.0,Contraido
8,0,0,0,0,511,511,0.3018531012828239,1.0,Contraido
9,0,0,0,0,507,508,0.0551411707897033,1.0,Contraido
10,0,0,0,0,508,508,0.0551411707897033,1.0,Contraido
11,0,0,0,0,509,508,0.0551411707897033,1.0,Contraido
12,0,0,0,0,508,509,0.1373784809540768,1.0,Contraido
13,0,0,0,0,512,512,0.3840904114471974,1.0,Contraido
14,0,0,0,0,512,512,0.3840904114471974,1.0,Contraido
15,0,0,0,0,507,507,-0.0270961393746701,2.0,Relajado
0,0,0,0,0,505,506,-0.1093334495390436,2.0,Relajado
1,0,0,0,0,506,506,-0.1093334495390436,2.0,Relajado
2,0,0,0,0,508,508,0.0551411707897033,3.0,Contraido
3,0,0,0,0,509,509,0.1373784809540768,3.0,Contraido
4,0,0,0,0,510,509,0.1373784809540768,3.0,Contraido
5,0,0,0,0,509,509,0.1373784809540768,3.0,Contraido
6,0,0,0,0,505,509,0.1373784809540768,3.0,Contraido
7,0,0,0,0,509,508,0.0551411707897033,3.0,Contraido
8,0,0,0,0,508,508,0.0551411707897033,3.0,Contraido
9,0,0,0,0,508,508,0.0551411707897033,3.0,Contraido
10,0,0,0,0,506,506,-0.1093334495390436,4.0,Relajado
11,0,0,0,0,505,505,-0.1915707597034171,4.0,Relajado
12,0,0,0,0,504,505,-0.1915707597034171,4.0,Relajado
13,0,0,0,0,505,505,-0.1915707597034171,4.0,Relajado
14,0,0,0,0,506,506,-0.1093334495390436,4.0,Relajado
15,0,0,0,0,506,506,-0.1093334495390436,4.0,Relajado
0,0,0,0,0,509,508,0.0551411707897033,5.0,Contraido
1,0,0,0,0,508,508,0.0551411707897033,5.0,Contraido
2,0,0,0,0,508,508,0.0551411707897033,5.0,Contraido
3,0,0,0,0,510,509,0.1373784809540768,5.0,Contraido
4,0,0,0,0,509,509,0.1373784809540768,5.0,Contraido
5,0,0,0,0,507,508,0.0551411707897033,5.0,Contraido
6,0,0,0,0,508,507,-0.0270961393746701,6.0,Relajado
7,0,0,0,0,506,508,0.0551411707897033,7.0,Contraido
8,0,0,0,0,508,507,-0.0270961393746701,8.0,Relajado
9,0,0,0,0,507,508,0.0551411707897033,9.0,Contraido
10,0,0,0,0,508,508,0.0551411707897033,9.0,Contraido
11,0,0,0,0,508,508,0.0551411707897033,9.0,Contraido
12,0,0,0,0,508,508,0.0551411707897033,9.0,Contraido
13,0,0,0,0,510,508,0.0551411707897033,9.0,Contraido
14,0,0,0,0,508,508,0.0551411707897033,9.0,Contraido
15,0,0,0,0,506,506,-0.1093334495390436,10.0,Relajado
0,0,0,0,0,505,505,-0.1915707597034171,10.0,Relajado
1,0,0,0,0,504,505,-0.1915707597034171,10.0,Relajado
2,0,0,0,0,505,505,-0.1915707597034171,10.0,Relajado
3,0,0,0,0,506,506,-0.1093334495390436,10.0,Relajado
4,0,0,0,0,507,507,-0.0270961393746701,10.0,Relajado
5,0,0,0,0,507,507,-0.0270961393746701,10.0,Relajado
6,0,0,0,0,506,506,-0.1093334495390436,10.0,Relajado
7,0,0,0,0,506,506,-0.1093334495390436,10.0,Relajado
8,0,0,0,0,504,505,-0.1915707597034171,10.0,Relajado
9,0,0,0,0,505,505,-0.1915707597034171,10.0,Relajado
10,0,0,0,0,505,505,-0.1915707597034171,10.0,Relajado
11,0,0,0,0,508,508,0.0551411707897033,11.0,Contraido
12,0,0,0,0,508,508,0.0551411707897033,11.0,Contraido
13,0,0,0,0,509,509,0.1373784809540768,11.0,Contraido
14,0,0,0,0,510,510,0.2196157911184503,11.0,Contraido
15,0,0,0,0,511,510,0.2196157911184503,11.0,Contraido
0,0,0,0,0,509,509,0.1373784809540768,11.0,Contraido
1,0,0,0,0,509,509,0.1373784809540768,11.0,Contraido
2,0,0,0,0,507,507,-0.0270961393746701,12.0,Relajado
3,0,0,0,0,506,507,-0.0270961393746701,12.0,Relajado
4,0,0,0,0,508,508,0.0551411707897033,13.0,Contraido
5,0,0,0,0,509,508,0.0551411707897033,13.0,Contraido
6,0,0,0,0,508,508,0.0551411707897033,13.0,Contraido
7,0,0,0,0,504,508,0.0551411707897033,13.0,Contraido
8,0,0,0,0,509,509,0.1373784809540768,13.0,Contraido
9,0,0,0,0,509,509,0.1373784809540768,13.0,Contraido
10,0,0,0,0,509,509,0.1373784809540768,13.0,Contraido
11,0,0,0,0,508,508,0.0551411707897033,13.0,Contraido
12,0,0,0,0,505,507,-0.0270961393746701,14.0,Relajado
13,0,0,0,0,507,505,-0.1915707597034171,14.0,Relajado
14,0,0,0,0,505,506,-0.1093334495390436,14.0,Relajado
15,0,0,0,0,506,506,-0.1093334495390436,14.0,Relajado
0,0,0,0,0,508,508,0.0551411707897033,15.0,Contraido
1,0,0,0,0,508,508,0.0551411707897033,15.0,Contraido
2,0,0,0,0,505,505,-0.1915707597034171,16.0,Relajado
3,0,0,0,0,504,505,-0.1915707597034171,16.0,Relajado
4,0,0,0,0,507,505,-0.1915707597034171,16.0,Relajado
5,0,0,0,0,505,505,-0.1915707597034171,16.0,Relajado
6,0,0,0,0,505,505,-0.1915707597034171,16.0,Relajado
7,0,0,0,0,506,505,-0.1915707597034171,16.0,Relajado
8,0,0,0,0,505,505,-0.1915707597034171,16.0,Relajado
9,0,0,0,0,502,505,-0.1915707597034171,16.0,Relajado
10,0,0,0,0,507,506,-0.1093334495390436,16.0,Relajado
11,0,0,0,0,506,506,-0.1093334495390436,16.0,Relajado
12,0,0,0,0,505,506,-0.1093334495390436,16.0,Relajado
13,0,0,0,0,508,505,-0.1915707597034171,16.0,Relajado
14,0,0,0,0,505,508,0.0551411707897033,17.0,Contraido
15,0,0,0,0,509,509,0.1373784809540768,17.0,Contraido
0,0,0,0,0,509,509,0.1373784809540768,17.0,Contraido
1,0,0,0,0,511,510,0.2196157911184503,17.0,Contraido
2,0,0,0,0,510,510,0.2196157911184503,17.0,Contraido
3,0,0,0,0,509,509,0.1373784809540768,17.0,Contraido
4,0,0,0,0,509,509,0.1373784809540768,17.0,Contraido
5,0,0,0,0,510,509,0.1373784809540768,17.0,Contraido
6,0,0,0,0,509,509,0.1373784809540768,17.0,Contraido
7,0,0,0,0,508,509,0.1373784809540768,17.0,Contraido
8,0,0,0,0,511,510,0.2196157911184503,17.0,Contraido
9,0,0,0,0,510,510,0.2196157911184503,17.0,Contraido
10,0,0,0,0,507,510,0.2196157911184503,17.0,Contraido
11,0,0,0,0,510,507,-0.0270961393746701,18.0,Relajado
12,0,0,0,0,506,506,-0.1093334495390436,18.0,Relajado
13,0,0,0,0,503,505,-0.1915707597034171,18.0,Relajado
14,0,0,0,0,505,505,-0.1915707597034171,18.0,Relajado
15,0,0,0,0,509,509,0.1373784809540768,19.0,Contraido
0,0,0,0,0,510,509,0.1373784809540768,19.0,Contraido
1,0,0,0,0,508,508,0.0551411707897033,19.0,Contraido
2,0,0,0,0,508,508,0.0551411707897033,19.0,Contraido
3,0,0,0,0,506,506,-0.1093334495390436,20.0,Relajado
4,0,0,0,0,506,506,-0.1093334495390436,20.0,Relajado
5,0,0,0,0,506,506,-0.1093334495390436,20.0,Relajado
6,0,0,0,0,502,503,-0.3560453800321642,20.0,Relajado
7,0,0,0,0,503,503,-0.3560453800321642,20.0,Relajado
8,0,0,0,0,504,504,-0.2738080698677906,20.0,Relajado
9,0,0,0,0,504,504,-0.2738080698677906,20.0,Relajado
10,0,0,0,0,507,507,-0.0270961393746701,20.0,Relajado
11,0,0,0,0,508,507,-0.0270961393746701,20.0,Relajado
12,0,0,0,0,507,507,-0.0270961393746701,20.0,Relajado
13,0,0,0,0,507,507,-0.0270961393746701,20.0,Relajado
14,0,0,0,0,507,507,-0.0270961393746701,20.0,Relajado
15,0,0,0,0,505,507,-0.0270961393746701,20.0,Relajado
0,0,0,0,0,508,505,-0.1915707597034171,20.0,Relajado
1,0,0,0,0,505,506,-0.1093334495390436,20.0,Relajado
2,0,0,0,0,506,505,-0.1915707597034171,20.0,Relajado
3,0,0,0,0,505,506,-0.1093334495390436,20.0,Relajado
4,0,0,0,0,506,506,-0.1093334495390436,20.0,Relajado
5,0,0,0,0,506,506,-0.1093334495390436,20.0,Relajado
6,0,0,0,0,507,507,-0.0270961393746701,20.0,Relajado
7,0,0,0,0,511,511,0.3018531012828239,21.0,Contraido
8,0,0,0,0,511,511,0.3018531012828239,21.0,Contraido
9,0,0,0,0,510,510,0.2196157911184503,21.0,Contraido
10,0,0,0,0,509,510,0.2196157911184503,21.0,Contraido
11,0,0,0,0,510,509,0.1373784809540768,21.0,Contraido
12,0,0,0,0,508,508,0.0551411707897033,21.0,Contraido
13,0,0,0,0,508,508,0.0551411707897033,21.0,Contraido
14,0,0,0,0,505,505,-0.1915707597034171,22.0,Relajado
15,0,0,0,0,505,505,-0.1915707597034171,22.0,Relajado
0,0,0,0,0,508,508,0.0551411707897033,23.0,Contraido
1,0,0,0,0,509,508,0.0551411707897033,23.0,Contraido
2,0,0,0,0,505,507,-0.0270961393746701,24.0,Relajado
3,0,0,0,0,507,505,-0.1915707597034171,24.0,Relajado
4,0,0,0,0,505,507,-0.0270961393746701,24.0,Relajado
5,0,0,0,0,508,507,-0.0270961393746701,24.0,Relajado
6,0,0,0,0,507,508,0.0551411707897033,25.0,Contraido
7,0,0,0,0,509,509,0.1373784809540768,25.0,Contraido
8,0,0,0,0,509,509,0.1373784809540768,25.0,Contraido
9,0,0,0,0,509,509,0.1373784809540768,25.0,Contraido
10,0,0,0,0,510,510,0.2196157911184503,25.0,Contraido
11,0,0,0,0,510,510,0.2196157911184503,25.0,Contraido
12,0,0,0,0,509,509,0.1373784809540768,25.0,Contraido
13,0,0,0,0,508,508,0.0551411707897033,25.0,Contraido
14,0,0,0,0,508,508,0.0551411707897033,25.0,Contraido
15,0,0,0,0,507,508,0.0551411707897033,25.0,Contraido
0,0,0,0,0,509,507,-0.0270961393746701,26.0,Relajado
1,0,0,0,0,505,509,0.1373784809540768,27.0,Contraido
2,0,0,0,0,510,507,-0.0270961393746701,28.0,Relajado
3,0,0,0,0,507,507,-0.0270961393746701,28.0,Relajado
4,0,0,0,0,505,507,-0.0270961393746701,28.0,Relajado
5,0,0,0,0,508,508,0.0551411707897033,29.0,Contraido
6,0,0,0,0,510,510,0.2196157911184503,29.0,Contraido
7,0,0,0,0,510,510,0.2196157911184503,29.0,Contraido
8,0,0,0,0,507,507,-0.0270961393746701,30.0,Relajado
9,0,0,0,0,507,507,-0.0270961393746701,30.0,Relajado
10,0,0,0,0,508,508,0.0551411707897033,31.0,Contraido
11,0,0,0,0,509,508,0.0551411707897033,31.0,Contraido
12,0,0,0,0,506,507,-0.0270961393746701,32.0,Relajado
13,0,0,0,0,507,506,-0.1093334495390436,32.0,Relajado
14,0,0,0,0,505,506,-0.1093334495390436,32.0,Relajado
15,0,0,0,0,506,506,-0.1093334495390436,32.0,Relajado
0,0,0,0,0,508,507,-0.0270961393746701,32.0,Relajado
1,0,0,0,0,507,508,0.0551411707897033,33.0,Contraido
2,0,0,0,0,509,509,0.1373784809540768,33.0,Contraido
3,0,0,0,0,511,510,0.2196157911184503,33.0,Contraido
4,0,0,0,0,510,510,0.2196157911184503,33.0,Contraido
5,0,0,0,0,510,510,0.2196157911184503,33.0,Contraido
6,0,0,0,0,508,508,0.0551411707897033,33.0,Contraido
7,0,0,0,0,505,508,0.0551411707897033,33.0,Contraido
8,0,0,0,0,510,508,0.0551411707897033,33.0,Contraido
9,0,0,0,0,508,508,0.0551411707897033,33.0,Contraido
10,0,0,0,0,508,508,0.0551411707897033,33.0,Contraido
11,0,0,0,0,508,508,0.0551411707897033,33.0,Contraido
12,0,0,0,0,510,509,0.1373784809540768,33.0,Contraido
13,0,0,0,0,509,509,0.1373784809540768,33.0,Contraido
14,0,0,0,0,506,506,-0.1093334495390436,34.0,Relajado
15,0,0,0,0,505,506,-0.1093334495390436,34.0,Relajado
0,0,0,0,0,507,507,-0.0270961393746701,34.0,Relajado
1,0,0,0,0,508,508,0.0551411707897033,35.0,Contraido
2,0,0,0,0,508,508,0.0551411707897033,35.0,Contraido
3,0,0,0,0,509,508,0.0551411707897033,35.0,Contraido
4,0,0,0,0,507,507,-0.0270961393746701,36.0,Relajado
5,0,0,0,0,505,507,-0.0270961393746701,36.0,Relajado
6,0,0,0,0,507,506,-0.1093334495390436,36.0,Relajado
7,0,0,0,0,506,507,-0.0270961393746701,36.0,Relajado
8,0,0,0,0,507,506,-0.1093334495390436,36.0,Relajado
9,0,0,0,0,506,506,-0.1093334495390436,36.0,Relajado
10,0,0,0,0,504,506,-0.1093334495390436,36.0,Relajado
11,0,0,0,0,507,506,-0.1093334495390436,36.0,Relajado
12,0,0,0,0,506,507,-0.0270961393746701,36.0,Relajado
13,0,0,0,0,507,507,-0.0270961393746701,36.0,Relajado
14,0,0,0,0,508,507,-0.0270961393746701,36.0,Relajado
15,0,0,0,0,506,507,-0.0270961393746701,36.0,Relajado
0,0,0,0,0,507,507,-0.0270961393746701,36.0,Relajado
1,0,0,0,0,508,508,0.0551411707897033,37.0,Contraido
2,0,0,0,0,508,508,0.0551411707897033,37.0,Contraido
3,0,0,0,0,508,508,0.0551411707897033,37.0,Contraido
4,0,0,0,0,508,508,0.0551411707897033,37.0,Contraido
5,0,0,0,0,505,507,-0.0270961393746701,38.0,Relajado
6,0,0,0,0,507,505,-0.1915707597034171,38.0,Relajado
7,0,0,0,0,505,507,-0.0270961393746701,38.0,Relajado
8,0,0,0,0,508,508,0.0551411707897033,39.0,Contraido
9,0,0,0,0,510,508,0.0551411707897033,39.0,Contraido
10,0,0,0,0,505,506,-0.1093334495390436,40.0,Relajado
11,0,0,0,0,506,505,-0.1915707597034171,40.0,Relajado
12,0,0,0,0,505,506,-0.1093334495390436,40.0,Relajado
13,0,0,0,0,509,509,0.1373784809540768,41.0,Contraido
14,0,0,0,0,510,509,0.1373784809540768,41.0,Contraido
15,0,0,0,0,508,508,0.0551411707897033,41.0,Contraido
0,0,0,0,0,505,508,0.0551411707897033,41.0,Contraido
1,0,0,0,0,508,507,-0.0270961393746701,42.0,Relajado
2,0,0,0,0,507,507,-0.0270961393746701,42.0,Relajado
3,0,0,0,0,505,505,-0.1915707597034171,42.0,Relajado
4,0,0,0,0,505,505,-0.1915707597034171,42.0,Relajado
5,0,0,0,0,504,505,-0.1915707597034171,42.0,Relajado
6,0,0,0,0,509,508,0.0551411707897033,43.0,Contraido
7,0,0,0,0,508,508,0.0551411707897033,43.0,Contraido
8,0,0,0,0,507,507,-0.0270961393746701,44.0,Relajado
9,0,0,0,0,506,506,-0.1093334495390436,44.0,Relajado
10,0,0,0,0,506,506,-0.1093334495390436,44.0,Relajado
11,0,0,0,0,510,510,0.2196157911184503,45.0,Contraido
12,0,0,0,0,512,512,0.3840904114471974,45.0,Contraido
13,0,0,0,0,512,512,0.3840904114471974,45.0,Contraido
14,0,0,0,0,512,512,0.3840904114471974,45.0,Contraido
15,0,0,0,0,511,511,0.3018531012828239,45.0,Contraido
0,0,0,0,0,511,511,0.3018531012828239,45.0,Contraido
1,0,0,0,0,511,511,0.3018531012828239,45.0,Contraido
2,0,0,0,0,512,511,0.3018531012828239,45.0,Contraido
3,0,0,0,0,509,512,0.3840904114471974,45.0,Contraido
4,0,0,0,0,512,512,0.3840904114471974,45.0,Contraido
5,0,0,0,0,512,512,0.3840904114471974,45.0,Contraido
6,0,0,0,0,512,512,0.3840904114471974,45.0,Contraido
7,0,0,0,0,509,510,0.2196157911184503,45.0,Contraido
8,0,0,0,0,510,509,0.1373784809540768,45.0,Contraido
9,0,0,0,0,506,510,0.2196157911184503,45.0,Contraido
10,0,0,0,0,510,508,0.0551411707897033,45.0,Contraido
11,0,0,0,0,508,509,0.1373784809540768,45.0,Contraido
12,0,0,0,0,509,508,0.0551411707897033,45.0,Contraido
13,0,0,0,0,507,509,0.1373784809540768,45.0,Contraido
14,0,0,0,0,509,508,0.0551411707897033,45.0,Contraido
15,0,0,0,0,508,508,0.0551411707897033,45.0,Contraido
0,0,0,0,0,507,507,-0.0270961393746701,46.0,Relajado
1,0,0,0,0,507,507,-0.0270961393746701,46.0,Relajado
2,0,0,0,0,504,506,-0.1093334495390436,46.0,Relajado
3,0,0,0,0,506,505,-0.1915707597034171,46.0,Relajado
4,0,0,0,0,505,506,-0.1093334495390436,46.0,Relajado
5,0,0,0,0,509,506,-0.1093334495390436,46.0,Relajado
6,0,0,0,0,506,506,-0.1093334495390436,46.0,Relajado
7,0,0,0,0,506,506,-0.1093334495390436,46.0,Relajado
8,0,0,0,0,507,507,-0.0270961393746701,46.0,Relajado
9,0,0,0,0,508,508,0.0551411707897033,47.0,Contraido
10,0,0,0,0,508,508,0.0551411707897033,47.0,Contraido
11,0,0,0,0,506,508,0.0551411707897033,47.0,Contraido
12,0,0,0,0,508,508,0.0551411707897033,47.0,Contraido
13,0,0,0,0,508,508,0.0551411707897033,47.0,Contraido
14,0,0,0,0,506,506,-0.1093334495390436,48.0,Relajado
15,0,0,0,0,502,502,-0.4382826901965377,48.0,Relajado
0,0,0,0,0,502,502,-0.4382826901965377,48.0,Relajado
1,0,0,0,0,503,503,-0.3560453800321642,48.0,Relajado
2,0,0,0,0,505,505,-0.1915707597034171,48.0,Relajado
3,0,0,0,0,505,505,-0.1915707597034171,48.0,Relajado
4,0,0,0,0,507,507,-0.0270961393746701,48.0,Relajado
5,0,0,0,0,507,507,-0.0270961393746701,48.0,Relajado
6,0,0,0,0,508,508,0.0551411707897033,49.0,Contraido
7,0,0,0,0,508,508,0.0551411707897033,49.0,Contraido
8,0,0,0,0,507,508,0.0551411707897033,49.0,Contraido
9,0,0,0,0,508,507,-0.0270961393746701,50.0,Relajado
10,0,0,0,0,505,508,0.0551411707897033,51.0,Contraido
11,0,0,0,0,508,507,-0.0270961393746701,52.0,Relajado
12,0,0,0,0,507,508,0.0551411707897033,53.0,Contraido
13,0,0,0,0,508,507,-0.0270961393746701,54.0,Relajado
14,0,0,0,0,507,508,0.0551411707897033,55.0,Contraido
15,0,0,0,0,508,507,-0.0270961393746701,56.0,Relajado
0,0,0,0,0,507,507,-0.0270961393746701,56.0,Relajado
1,0,0,0,0,506,506,-0.1093334495390436,56.0,Relajado
2,0,0,0,0,505,506,-0.1093334495390436,56.0,Relajado
3,0,0,0,0,507,506,-0.1093334495390436,56.0,Relajado
4,0,0,0,0,506,507,-0.0270961393746701,56.0,Relajado
5,0,0,0,0,508,508,0.0551411707897033,57.0,Contraido
6,0,0,0,0,508,508,0.0551411707897033,57.0,Contraido
7,0,0,0,0,509,509,0.1373784809540768,57.0,Contraido
8,0,0,0,0,509,509,0.1373784809540768,57.0,Contraido
9,0,0,0,0,508,508,0.0551411707897033,57.0,Contraido
10,0,0,0,0,508,508,0.0551411707897033,57.0,Contraido
11,0,0,0,0,508,508,0.0551411707897033,57.0,Contraido
12,0,0,0,0,510,510,0.2196157911184503,57.0,Contraido
13,0,0,0,0,510,510,0.2196157911184503,57.0,Contraido
14,0,0,0,0,511,510,0.2196157911184503,57.0,Contraido
15,0,0,0,0,508,508,0.0551411707897033,57.0,Contraido
0,0,0,0,0,506,506,-0.1093334495390436,58.0,Relajado
1,0,0,0,0,505,506,-0.1093334495390436,58.0,Relajado
2,0,0,0,0,508,506,-0.1093334495390436,58.0,Relajado
3,0,0,0,0,506,506,-0.1093334495390436,58.0,Relajado
4,0,0,0,0,503,505,-0.1915707597034171,58.0,Relajado
5,0,0,0,0,505,505,-0.1915707597034171,58.0,Relajado
6,0,0,0,0,510,506,-0.1093334495390436,58.0,Relajado
7,0,0,0,0,506,508,0.0551411707897033,59.0,Contraido
8,0,0,0,0,508,506,-0.1093334495390436,60.0,Relajado
9,0,0,0,0,504,507,-0.0270961393746701,60.0,Relajado
10,0,0,0,0,507,507,-0.0270961393746701,60.0,Relajado
11,0,0,0,0,509,509,0.1373784809540768,61.0,Contraido
12,0,0,0,0,509,509,0.1373784809540768,61.0,Contraido
13,0,0,0,0,512,509,0.1373784809540768,61.0,Contraido
14,0,0,0,0,509,511,0.3018531012828239,61.0,Contraido
15,0,0,0,0,511,510,0.2196157911184503,61.0,Contraido
0,0,0,0,0,510,510,0.2196157911184503,61.0,Contraido
1,0,0,0,0,510,510,0.2196157911184503,61.0,Contraido
2,0,0,0,0,511,510,0.2196157911184503,61.0,Contraido
3,0,0,0,0,508,508,0.0551411707897033,61.0,Contraido
4,0,0,0,0,507,507,-0.0270961393746701,62.0,Relajado
5,0,0,0,0,506,507,-0.0270961393746701,62.0,Relajado
6,0,0,0,0,508,507,-0.0270961393746701,62.0,Relajado
7,0,0,0,0,507,507,-0.0270961393746701,62.0,Relajado
8,0,0,0,0,506,507,-0.0270961393746701,62.0,Relajado
9,0,0,0,0,507,507,-0.0270961393746701,62.0,Relajado
10,0,0,0,0,507,507,-0.0270961393746701,62.0,Relajado
11,0,0,0,0,506,506,-0.1093334495390436,62.0,Relajado
12,0,0,0,0,504,506,-0.1093334495390436,62.0,Relajado
13,0,0,0,0,506,506,-0.1093334495390436,62.0,Relajado
14,0,0,0,0,507,506,-0.1093334495390436,62.0,Relajado
15,0,0,0,0,506,507,-0.0270961393746701,62.0,Relajado
0,0,0,0,0,507,507,-0.0270961393746701,62.0,Relajado
1,0,0,0,0,508,507,-0.0270961393746701,62.0,Relajado
2,0,0,0,0,506,507,-0.0270961393746701,62.0,Relajado
3,0,0,0,0,507,507,-0.0270961393746701,62.0,Relajado
4,0,0,0,0,508,508,0.0551411707897033,63.0,Contraido
5,0,0,0,0,508,508,0.0551411707897033,63.0,Contraido
6,0,0,0,0,509,508,0.0551411707897033,63.0,Contraido
7,0,0,0,0,506,509,0.1373784809540768,63.0,Contraido
8,0,0,0,0,510,509,0.1373784809540768,63.0,Contraido
9,0,0,0,0,509,509,0.1373784809540768,63.0,Contraido
10,0,0,0,0,507,509,0.1373784809540768,63.0,Contraido
11,0,0,0,0,509,507,-0.0270961393746701,64.0,Relajado
12,0,0,0,0,506,506,-0.1093334495390436,64.0,Relajado
13,0,0,0,0,506,506,-0.1093334495390436,64.0,Relajado
14,0,0,0,0,507,506,-0.1093334495390436,64.0,Relajado
15,0,0,0,0,505,505,-0.1915707597034171,64.0,Relajado
0,0,0,0,0,503,504,-0.2738080698677906,64.0,Relajado
1,0,0,0,0,504,504,-0.2738080698677906,64.0,Relajado
2,0,0,0,0,504,504,-0.2738080698677906,64.0,Relajado
3,0,0,0,0,505,504,-0.2738080698677906,64.0,Relajado
4,0,0,0,0,503,505,-0.1915707597034171,64.0,Relajado
5,0,0,0,0,507,506,-0.1093334495390436,64.0,Relajado
6,0,0,0,0,506,507,-0.0270961393746701,64.0,Relajado
7,0,0,0,0,508,506,-0.1093334495390436,64.0,Relajado
8,0,0,0,0,506,506,-0.1093334495390436,64.0,Relajado
9,0,0,0,0,505,506,-0.1093334495390436,64.0,Relajado
10,0,0,0,0,506,506,-0.1093334495390436,64.0,Relajado
11,0,0,0,0,508,508,0.0551411707897033,65.0,Contraido
12,0,0,0,0,508,508,0.0551411707897033,65.0,Contraido
13,0,0,0,0,508,508,0.0551411707897033,65.0,Contraido
14,0,0,0,0,507,507,-0.0270961393746701,66.0,Relajado
15,0,0,0,0,505,506,-0.1093334495390436,66.0,Relajado
0,0,0,0,0,506,505,-0.1915707597034171,66.0,Relajado
1,0,0,0,0,504,504,-0.2738080698677906,66.0,Relajado
2,0,0,0,0,503,504,-0.2738080698677906,66.0,Relajado
3,0,0,0,0,506,505,-0.1915707597034171,66.0,Relajado
4,0,0,0,0,505,506,-0.1093334495390436,66.0,Relajado
5,0,0,0,0,508,508,0.0551411707897033,67.0,Contraido
6,0,0,0,0,508,508,0.0551411707897033,67.0,Contraido
7,0,0,0,0,508,508,0.0551411707897033,67.0,Contraido
8,0,0,0,0,511,509,0.1373784809540768,67.0,Contraido
9,0,0,0,0,509,511,0.3018531012828239,67.0,Contraido
10,0,0,0,0,512,510,0.2196157911184503,67.0,Contraido
11,0,0,0,0,510,511,0.3018531012828239,67.0,Contraido
12,0,0,0,0,511,510,0.2196157911184503,67.0,Contraido
13,0,0,0,0,510,510,0.2196157911184503,67.0,Contraido
14,0,0,0,0,510,510,0.2196157911184503,67.0,Contraido
15,0,0,0,0,509,509,0.1373784809540768,67.0,Contraido
0,0,0,0,0,509,509,0.1373784809540768,67.0,Contraido
1,0,0,0,0,507,508,0.0551411707897033,67.0,Contraido
2,0,0,0,0,508,508,0.0551411707897033,67.0,Contraido
3,0,0,0,0,509,508,0.0551411707897033,67.0,Contraido
4,0,0,0,0,507,509,0.1373784809540768,67.0,Contraido
5,0,0,0,0,509,507,-0.0270961393746701,68.0,Relajado
6,0,0,0,0,506,506,-0.1093334495390436,68.0,Relajado
7,0,0,0,0,504,506,-0.1093334495390436,68.0,Relajado
8,0,0,0,0,506,506,-0.1093334495390436,68.0,Relajado
9,0,0,0,0,509,506,-0.1093334495390436,68.0,Relajado
10,0,0,0,0,506,509,0.1373784809540768,69.0,Contraido
11,0,0,0,0,509,508,0.0551411707897033,69.0,Contraido
12,0,0,0,0,508,509,0.1373784809540768,69.0,Contraido
13,0,0,0,0,511,510,0.2196157911184503,69.0,Contraido
14,0,0,0,0,510,510,0.2196157911184503,69.0,Contraido
15,0,0,0,0,509,509,0.1373784809540768,69.0,Contraido
0,0,0,0,0,509,509,0.1373784809540768,69.0,Contraido
1,0,0,0,0,509,509,0.1373784809540768,69.0,Contraido
2,0,0,0,0,507,508,0.0551411707897033,69.0,Contraido
3,0,0,0,0,508,508,0.0551411707897033,69.0,Contraido
4,0,0,0,0,509,509,0.1373784809540768,69.0,Contraido
5,0,0,0,0,512,510,0.2196157911184503,69.0,Contraido
6,0,0,0,0,510,510,0.2196157911184503,69.0,Contraido
7,0,0,0,0,507,507,-0.0270961393746701,70.0,Relajado
8,0,0,0,0,507,507,-0.0270961393746701,70.0,Relajado
9,0,0,0,0,508,508,0.0551411707897033,71.0,Contraido
10,0,0,0,0,509,508,0.0551411707897033,71.0,Contraido
11,0,0,0,0,507,507,-0.0270961393746701,72.0,Relajado
12,0,0,0,0,507,507,-0.0270961393746701,72.0,Relajado
13,0,0,0,0,509,508,0.0551411707897033,73.0,Contraido
14,0,0,0,0,508,508,0.0551411707897033,73.0,Contraido
15,0,0,0,0,508,508,0.0551411707897033,73.0,Contraido
0,0,0,0,0,509,508,0.0551411707897033,73.0,Contraido
1,0,0,0,0,507,509,0.1373784809540768,73.0,Contraido
2,0,0,0,0,509,508,0.0551411707897033,73.0,Contraido
3,0,0,0,0,508,508,0.0551411707897033,73.0,Contraido
4,0,0,0,0,507,508,0.0551411707897033,73.0,Contraido
5,0,0,0,0,508,507,-0.0270961393746701,74.0,Relajado
6,0,0,0,0,507,507,-0.0270961393746701,74.0,Relajado
7,0,0,0,0,505,506,-0.1093334495390436,74.0,Relajado
8,0,0,0,0,506,506,-0.1093334495390436,74.0,Relajado
9,0,0,0,0,506,506,-0.1093334495390436,74.0,Relajado
10,0,0,0,0,506,506,-0.1093334495390436,74.0,Relajado
11,0,0,0,0,507,507,-0.0270961393746701,74.0,Relajado
12,0,0,0,0,507,507,-0.0270961393746701,74.0,Relajado
